image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_12_n_points,cluster_12_avg_strength,cluster_10_entropy,cluster_11_entropy,cluster_12_entropy,cluster_13_n_points,cluster_13_avg_strength,cluster_13_entropy
12,Object Identification,What sport equipment is shown?,tennis racket,http://images.cocodataset.org/val2017/000000018737.jpg,3,83,0.9997898102301344,-0.5178846120834351,Motor,3,439.0,0.003863238102851555,18.0,0.0036864895526353405,13.0,0.0035620032154079773,,,0.9764232978841875,0.9206250851407773,0.9194324237704885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Object Counting,How many vehicles are parked?,2,http://images.cocodataset.org/val2017/000000109798.jpg,8,160,1.0000000000000069,-0.11452944576740265,,8,84.0,0.001981458543478379,39.0,0.00199334857642523,65.0,0.0019723233614223207,9.0,0.0019597709074162546,0.9775776805056808,0.9438921821215754,0.9835812824383001,0.9656336071428252,13.0,0.0019631000609184475,67.0,0.001982377995847916,16.0,0.001970815003632202,11.0,0.0019717740221940486,0.9938866857439921,0.9854970933900952,0.9886085007312413,0.9431887805255736,,,,,,,,,,,,,,,,,,
14,Object Identification,What is the person riding?,surfboard,http://images.cocodataset.org/val2017/000000361268.jpg,7,238,1.0000000000000069,-1.7870800495147705,Car,7,82.0,0.001827748370177495,28.0,0.0018288184673438217,18.0,0.001830658243397322,71.0,0.001842220689207753,0.9677663266519143,0.9648528731760171,0.9206250851407773,0.9873490463619282,16.0,0.001828642839342827,16.0,0.0018322344115254553,22.0,0.0018330977806445263,,,0.9965119062478288,0.949701216438411,0.9598452870248482,,,,,,,,,,,,,,,,,,,
15,Color Recognition,What color is the umbrella?,red,http://images.cocodataset.org/val2017/000000285894.jpg,7,273,1.0000000000000069,-0.8105772733688354,Black,7,34.0,0.002251414965084033,15.0,0.002168321704967695,15.0,0.002176511948998939,15.0,0.0021776698638647646,0.9569957217161322,0.9877812438119247,0.9877812438119247,0.9654013672997089,36.0,0.002202567499007098,13.0,0.0021651260009293892,89.0,0.0021961483225054284,,,0.9511436312305981,0.9629470156266078,0.9915505986428401,,,,,,,,,,,,,,,,,,,
16,Color Recognition,What color is the bus?,red,http://images.cocodataset.org/val2017/000000109798.jpg,2,243,0.9998946959115175,-1.0215301513671875,Brown,2,34.0,0.0101083215297532,16.0,0.018432984509892975,,,,,0.9760869334658555,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Attribute Recognition,Is the cat sitting or standing?,sitting,http://images.cocodataset.org/val2017/000000039769.jpg,10,168,0.9997898102301344,-1.0460854768753052,The,10,16.0,0.005667270440242484,19.0,0.006181941226395129,31.0,0.005557513568021989,23.0,0.005721063828025999,0.9886994082884974,0.9980008838722996,0.9988484059288695,0.9982526816976662,140.0,0.004967524899355589,86.0,0.005024256026464996,41.0,0.004566586770074059,9.0,0.004078805041935208,0.9797001422646096,0.983038065576517,0.9686842206908488,1.0,9.0,0.004130728510423027,23.0,0.004684844147240293,0.9656336071428252,0.9841517646228416,,,,,,,,,,,,
19,Attribute Recognition,Is the laptop open or closed?,open,http://images.cocodataset.org/val2017/000000231339.jpg,3,234,0.9998946959115174,-0.8576808571815491,Cl,3,26.0,0.019166185597260323,22.0,0.019773161421297415,2.0,0.0036700924917103923,,,0.9004869239372724,0.8787409903782898,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Material Recognition,What material is the table made of?,wood,http://images.cocodataset.org/val2017/000000087038.jpg,2,166,1.0000000000000069,-0.7727022171020508,Wood,2,300.0,0.002275804213243235,28.0,0.0022692586484283467,,,,,0.980004514612428,0.9631541326391645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Attribute Recognition,Is the dog standing or lying down?,standing,http://images.cocodataset.org/val2017/000000017627.jpg,7,138,0.9998946959115175,-0.9240835309028625,Stand,7,40.0,0.0018891502236405796,149.0,0.0018879488842679913,31.0,0.001890392382284966,51.0,0.0018825658050732868,0.9861580037085929,0.9671770911774336,0.9988484059288695,0.9808918342871082,15.0,0.001881837589213521,22.0,0.0018836415436136685,15.0,0.0018811222682607125,,,0.9718495448242642,0.9890621582945032,0.9859247724121322,,,,,,,,,,,,,,,,,,,
22,Size Comparison,"Which is larger, the refrigerator or the microwave?",refrigerator,http://images.cocodataset.org/val2017/000000322844.jpg,6,177,1.0000000000000069,-0.5223316550254822,Re,6,34.0,0.005283181393681002,57.0,0.005618652849146266,17.0,0.004645875201036269,19.0,0.004747031003166399,0.9539814079728615,0.9664169406475764,0.92026989330702,0.9968868771609918,110.0,0.005564986391414847,44.0,0.00554201748532385,,,,,0.9694890926777491,0.9390990878277573,,,,,,,,,,,,,,,,,,,,
23,Color Recognition,What color are the traffic lights?,red,http://images.cocodataset.org/val2017/000000138819.jpg,8,236,1.0000000000000069,-0.8728827238082886,Green,8,83.0,0.003155989039037954,94.0,0.003232604112851114,25.0,0.0030524025227517365,12.0,0.0029285486512009655,0.976118510232126,0.9972920768999713,0.9949956408022633,1.0,15.0,0.003028846504840437,7.0,0.002919297478834883,19.0,0.003013066903801539,27.0,0.0030775431354791,0.9877812438119246,0.9852281360342515,0.9892422967543257,0.9928370275077356,,,,,,,,,,,,,,,,,,
24,Attribute Recognition,Is the bed made or unmade?,unmade,http://images.cocodataset.org/val2017/000000356347.jpg,13,194,1.0000000000000069,-0.9430472254753113,Un,13,30.0,0.0018405813069449532,68.0,0.0018487491419194142,57.0,0.0018472665388674604,15.0,0.0018362204561218653,0.9930639563238245,0.9823640992292296,0.9831336598554437,0.9654013672997089,18.0,0.0018322115108692315,38.0,0.0018360720953229425,20.0,0.0018382211960520389,32.0,0.0018365526198360592,0.9248127822568166,0.9562106898670679,0.9630603734213402,0.9587060085275526,15.0,0.0018372066425814898,17.0,0.001843305134726956,0.9877812438119247,0.9127332405984697,19.0,0.001841717319750621,15.0,0.0018364245521042255,17.0,0.0018383523259090863,0.9894975386227151,0.9877812438119247,0.9878171319090819,,,
25,Color Recognition,What color is the skateboard?,black,http://images.cocodataset.org/val2017/000000502136.jpg,4,300,0.9998946959115175,-1.3833051919937134,Black,4,26.0,0.0023637145006910713,39.0,0.0022578139285450273,18.0,0.0022826949911106988,24.0,0.0022533057724589763,0.9421567638998994,0.9554110541795325,0.9081700569267039,0.9646872283675246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Attribute Recognition,Is the door open or closed?,closed,http://images.cocodataset.org/val2017/000000322864.jpg,7,135,0.9998946959115174,-1.3346036672592163,Open,7,203.0,0.004696728308683647,15.0,0.003299380972946168,8.0,0.003966712831105193,15.0,0.003455157862952339,0.9792057655872514,0.9473080736174853,0.954434002924965,0.982798115178801,27.0,0.004018514197936699,21.0,0.004808475597467567,20.0,0.004724261407450253,,,0.9595229267574499,0.9566859396996199,0.9630603734213402,,,,,,,,,,,,,,,,,,,
27,Spatial Reasoning,Is the laptop to the left or right of the mouse?,left,http://images.cocodataset.org/val2017/000000459467.jpg,7,148,0.9995813015179039,-1.1595284938812256,Left,7,18.0,0.002025362342849885,47.0,0.0021237809772106167,9.0,0.0019399336782576848,46.0,0.0020061929629520865,0.9248127822568166,0.963055492778347,0.9656336071428252,0.9814244857545088,101.0,0.0020714841182063403,10.0,0.0020101458788931255,17.0,0.002071438361137226,,,0.9570919817471086,0.9372305632161296,0.9519839065438831,,,,,,,,,,,,,,,,,,,
28,Spatial Reasoning,Where is the clock located?,on wall,http://images.cocodataset.org/val2017/000000481390.jpg,3,265,1.0000000000000069,-2.522271156311035,Basketball,3,50.0,0.0023303249681266396,15.0,0.002267064581017642,70.0,0.0023773707531765413,,,0.9705237914201715,0.9147366491799204,0.951458026012398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Spatial Reasoning,Is the dog in front of or behind the person?,in front,http://images.cocodataset.org/val2017/000000017627.jpg,9,142,1.0000000000000069,-1.1247732639312744,Be,9,24.0,0.0023706425789784117,67.0,0.0023857666344295194,144.0,0.0023447769287795236,103.0,0.002355374624285443,0.9320027314271102,0.9764107778567888,0.9801125245710308,0.9846581392350661,47.0,0.0023565982145560124,33.0,0.002390196958312126,25.0,0.0023730109499355604,31.0,0.0023928325138943256,0.9562108379909953,0.9962859311888502,0.9256573443248606,0.9676146868233984,14.0,0.002379346274291555,,,0.9402859586706311,,,,,,,,,,,,,
30,Relational Reasoning,What is the person holding?,phone,http://images.cocodataset.org/val2017/000000532855.jpg,2,192,1.0000000000000069,-1.1235735416412354,Sk,2,109.0,0.0018383224258863877,26.0,0.0018465059338088714,,,,,0.981330313538701,0.8971266621551258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Relational Reasoning,What is the person wearing on their head?,helmet,http://images.cocodataset.org/val2017/000000502136.jpg,1,229,0.9998946959115175,-1.5945175886154175,Head,1,19.0,0.002182748631063364,,,,,,,0.9980008838722996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Spatial Reasoning,Where is the vase positioned?,on table,http://images.cocodataset.org/val2017/000000087038.jpg,5,213,1.0000000000000069,-1.5506253242492676,Sk,5,60.0,0.006873211046446784,15.0,0.006414928957402094,23.0,0.006523306052181198,49.0,0.0066761937956875215,0.9514011844376676,0.8983958159908183,0.9603532512498222,0.9660814082579451,27.0,0.009056072530158507,,,,,,,0.9309042337029432,,,,,,,,,,,,,,,,,,,,,
33,Relational Reasoning,What is next to the laptop?,mouse,http://images.cocodataset.org/val2017/000000459467.jpg,6,142,0.9998946959115174,-2.2526142597198486,A,6,40.0,0.0020136904243511374,245.0,0.0020070721517563153,40.0,0.0020052742174012025,37.0,0.001996610500924146,0.9512692045800341,0.9742255824084636,0.9620933485856159,0.9867413814626289,15.0,0.001998481239971067,18.0,0.0019991268593343658,,,,,0.9602297178607612,0.9081700569267039,,,,,,,,,,,,,,,,,,,,
34,Spatial Reasoning,Is the umbrella above or below the person?,above,http://images.cocodataset.org/val2017/000000285894.jpg,9,227,1.0000000000000069,-0.6435895562171936,Below,9,20.0,0.002813200151813667,8.0,0.002604523657584991,49.0,0.0027806883695445463,27.0,0.003025360866382632,0.9232196723355077,0.954434002924965,0.9611442230927129,0.9901732069475997,16.0,0.002572595481083424,25.0,0.0029271325963600094,19.0,0.002894603527375291,20.0,0.0026672063746932687,0.9772170014624825,0.978702905712759,0.9894975386227151,1.0,32.0,0.0029039019738672164,,,0.9292273590621354,,,,,,,,,,,,,
35,Relational Reasoning,What is on top of the refrigerator?,microwave,http://images.cocodataset.org/val2017/000000322844.jpg,14,277,1.0000000000000069,-1.7129127979278564,A,14,34.0,0.0019199433628945084,17.0,0.0019269188679861427,31.0,0.0019245681628019585,15.0,0.0019219939968839873,0.9815620145342047,0.9975025463691152,0.9925965420110545,0.9967916319816366,20.0,0.0019104882121911756,18.0,0.0019080600874741619,9.0,0.0019074634471204217,21.0,0.0019110360790352931,0.9763620978123274,0.9455305560363263,0.9910760598382222,0.978033486181519,22.0,0.0019172997440892645,36.0,0.0019100286556927258,0.9015666752789386,0.9842409977000564,15.0,0.0019031364459417526,12.0,0.0019038735742505795,15.0,0.0019022015258183262,0.982798115178801,0.9808340377961404,0.9949490477321437,8.0,0.0019087893212973255,0.8112781244591328
36,Spatial Reasoning,Is the cat on the left or right side?,left,http://images.cocodataset.org/val2017/000000039769.jpg,1,227,1.0000000000000069,-0.33884531259536743,Left,1,19.0,0.002235517775261696,,,,,,,0.9980008838722996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Relational Reasoning,What is the person sitting on?,bench,http://images.cocodataset.org/val2017/000000334555.jpg,8,227,1.0000000000000069,-1.1142364740371704,Car,8,15.0,0.0018605962294425745,18.0,0.0018673032813423108,33.0,0.001852142337207623,108.0,0.0018547966825786582,0.9967916319816366,0.9910760598382222,0.9799595945399348,0.9861143669304866,49.0,0.0018552915021593968,25.0,0.0018487179851039346,44.0,0.0018529293340015579,17.0,0.0018440130758379468,0.9599452627415166,0.9837115354331802,0.9679509033800503,0.9963890537299693,,,,,,,,,,,,,,,,,,
39,Relational Reasoning,What is beside the bed?,nightstand,http://images.cocodataset.org/val2017/000000356347.jpg,8,162,0.9998946959115175,-2.1762664318084717,a,8,238.0,0.0018384407074827254,17.0,0.0018386966331525917,18.0,0.0018369285043431229,23.0,0.0018383582527205667,0.9804277102816427,0.9770358764490155,0.9182958340544896,0.9810720783927832,16.0,0.0018357758548005006,13.0,0.0018316124402761253,30.0,0.0018398275589192685,21.0,0.001834668110095908,0.9755307720176266,0.9629470156266078,0.9272055711883544,0.9849500113113598,,,,,,,,,,,,,,,,,,
40,Spatial Reasoning,Is the sign above or below the traffic light?,below,http://images.cocodataset.org/val2017/000000138819.jpg,4,285,1.0000000000000069,-0.7311973571777344,A,4,37.0,0.00205163568838301,34.0,0.0020410554053083224,112.0,0.002047781196186972,17.0,0.002032074659827716,0.969138614368439,0.945026432916223,0.9767945788510602,0.9363348190250749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Relational Reasoning,What is the elephant standing on?,ground,http://images.cocodataset.org/val2017/000000025393.jpg,1,218,0.99968534481035,-1.8168926239013672,Side,1,43.0,0.004059943475590205,,,,,,,0.9140196754354596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Activity Recognition,What is the person doing?,playing tennis,http://images.cocodataset.org/val2017/000000018737.jpg,0,251,1.0000000000000069,-1.6336984634399414,R,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Action Recognition,What action is being performed?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,9,200,1.0000000000000069,-1.0595378875732422,A,9,29.0,0.0018191314609603314,21.0,0.0018187356418821546,38.0,0.0018207296789302663,24.0,0.0018154963546633549,0.9984672906700831,0.9693542486434171,0.9599005239455713,0.9807765320912628,37.0,0.0018203893670423008,17.0,0.0018247362074848296,72.0,0.0018173470337083737,42.0,0.0018221669717707447,0.9575769745625529,0.8726389366057715,0.965408952102288,0.9757652155866208,39.0,0.001819155332666909,,,0.9593194113136492,,,,,,,,,,,,,
44,Activity Recognition,What are the people doing?,sitting,http://images.cocodataset.org/val2017/000000334555.jpg,11,291,1.0000000000000069,-2.043616771697998,The,11,22.0,0.002414242672011976,24.0,0.0023985003805869483,34.0,0.002337350933788354,31.0,0.0023467212958741745,0.9741707427017496,0.9145861360393777,0.9791922016723984,0.9602796710869436,52.0,0.0023773618296712,23.0,0.0024308201135717343,37.0,0.0023172353043536095,24.0,0.0024296505511408367,0.9631104374933437,0.9932927654933185,0.9807158478949588,0.9952467469708334,18.0,0.0023763156169459895,31.0,0.0024090779446461264,0.9915323997298832,0.935820929355821,26.0,0.0024620751469158096,,,,,0.9986351928244434,,,,,
45,Action Recognition,What is the cat doing?,sleeping,http://images.cocodataset.org/val2017/000000039769.jpg,6,194,0.9998946959115175,-0.8902792930603027,The,6,16.0,0.0020289534722263886,132.0,0.00203061654858335,9.0,0.0020154288035702603,133.0,0.0020255488547154935,0.886859507142915,0.9766463329392016,0.9910760598382222,0.9685756492306269,58.0,0.0020305762554597095,16.0,0.002025288258761117,,,,,0.9556351689716052,0.9463946303571862,,,,,,,,,,,,,,,,,,,,
46,Activity Recognition,What activity is shown?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,5,247,1.0000000000000069,-2.378267526626587,Walk,5,15.0,0.002405046742530868,16.0,0.0023892721700012566,59.0,0.0025199159077268283,22.0,0.002611072584555988,0.9664572819896989,0.9886085007312412,0.9565774681005561,0.9063593311749661,27.0,0.0025785540993400633,,,,,,,0.9576605936669484,,,,,,,,,,,,,,,,,,,,,
47,Action Recognition,What is the person doing with the phone?,holding,http://images.cocodataset.org/val2017/000000532855.jpg,10,174,0.9998946959115175,-1.0632647275924683,The,10,16.0,0.004705385208231941,15.0,0.004639197709363524,16.0,0.004676402401820383,16.0,0.0047171773408024404,0.9965119062478288,0.9877812438119247,0.9056390622295665,0.9965119062478288,49.0,0.004607278862484805,60.0,0.004982123327788066,103.0,0.005022622768032995,20.0,0.004588104294619921,0.9865397119158876,0.9593478586264459,0.9778945811198083,0.9587380211059768,21.0,0.004745200797644216,35.0,0.004830184578468133,0.969354248643417,0.9552474561207501,,,,,,,,,,,,
48,Activity Recognition,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,7,324,1.0000000000000069,-0.6220934391021729,None,7,38.0,0.002345874886038931,18.0,0.0023258766872294423,31.0,0.0023615705038068794,77.0,0.002339841579444895,0.9850497183611214,0.9455305560363263,0.9959321241968688,0.972837636724557,23.0,0.002319502457926772,18.0,0.00233056587573418,23.0,0.0023218035010292588,,,0.9527439088345311,0.9319131950454078,0.9627069364469679,,,,,,,,,,,,,,,,,,,
49,Action Recognition,What is the dog doing?,standing,http://images.cocodataset.org/val2017/000000017627.jpg,9,193,1.0000000000000069,-1.0856308937072754,The,9,84.0,0.0019103963993637204,17.0,0.0019174019788915572,17.0,0.0019197414915409269,42.0,0.0019018923973394618,0.972018602650609,0.9770358764490155,0.9603948809345497,0.9868380514855412,16.0,0.0019240948112585043,19.0,0.0019331116514601503,17.0,0.0019299134354006273,42.0,0.0019224242140401878,0.8950145145731531,0.9041116874399233,0.8702290979524686,0.9518412247041557,53.0,0.001920848694469716,,,0.9589256530619368,,,,,,,,,,,,,
50,Activity Recognition,What are the elephants doing?,walking,http://images.cocodataset.org/val2017/000000025393.jpg,1,226,0.9993744888347477,-1.2981114387512207,Walk,1,38.0,0.006553410667537435,,,,,,,0.8877453717239217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Activity Recognition,What activity requires this equipment?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,9,344,0.9996853448103499,-2.6017630100250244,C,9,23.0,0.0018973968272019222,22.0,0.0018840842070199468,54.0,0.0018817823534865161,21.0,0.0018668223820531465,0.9876197168461961,0.9389433656943028,0.969967067028134,0.969354248643417,29.0,0.0018925603173243952,15.0,0.0018976095168138022,18.0,0.0019160042427919814,48.0,0.0018971200566815147,0.9874449721424617,0.9967916319816366,1.0,0.9629350750259901,139.0,0.001898927078957908,,,0.9877151067380956,,,,,,,,,,,,,
53,Interaction Recognition,How are the people interacting?,sitting together,http://images.cocodataset.org/val2017/000000334555.jpg,4,170,1.0000000000000069,-1.2552680969238281,In,4,84.0,0.0019626112584826155,99.0,0.0019559090701710686,89.0,0.001953537130105897,19.0,0.001950260380666833,0.9777510626339958,0.9755196207967456,0.9669214289900679,0.9720048748581784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Scene Understanding,Where is this scene taking place?,kitchen,http://images.cocodataset.org/val2017/000000322864.jpg,2,174,1.0000000000000069,-0.6403933167457581,New,2,290.0,0.0018495582471460088,11.0,0.0018426495559007634,,,,,0.9815660469521552,0.9940302114769565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Environment Type,Is this indoors or outdoors?,outdoors,http://images.cocodataset.org/val2017/000000018737.jpg,0,242,1.0000000000000069,-0.10173408687114716,Out,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Scene Understanding,What type of room is this?,bedroom,http://images.cocodataset.org/val2017/000000356347.jpg,13,192,1.0000000000000069,-0.04156648367643356,K,13,15.0,0.002146566789343502,17.0,0.0021380099282262725,25.0,0.0021439446228145803,17.0,0.0021500668541609372,0.9500685975366211,0.9519839065438831,0.9949956408022635,0.9967828263127351,16.0,0.0021355049264524936,26.0,0.0021697147219103523,19.0,0.0021696182645233376,22.0,0.002157410594317846,0.9414280318460245,0.9503354836960997,0.9258628921382102,0.9477528103057692,26.0,0.002188218112224338,15.0,0.0021410776048783396,0.9986351928244434,0.8983958159908183,29.0,0.002147739653842671,114.0,0.0021574596045722543,39.0,0.0021504162818506353,0.948549894965057,0.9960092007398135,0.9822504986555808,,,
57,Contextual Understanding,What is the purpose of this space?,cooking,http://images.cocodataset.org/val2017/000000322864.jpg,10,274,0.9998946959115174,-1.7975407838821411,The,10,18.0,0.001861993622910756,20.0,0.001840212606122713,15.0,0.0018355646073682599,38.0,0.0018450050245467382,0.9910760598382222,0.9403319177008926,0.9664572819896988,0.9371409130430308,16.0,0.0018447405195034855,25.0,0.0018437160589325529,17.0,0.001837678053985874,21.0,0.0018448666233426346,0.949701216438411,0.9217476805140378,0.9856676426534905,0.9673577477123132,17.0,0.0018604374464530036,22.0,0.001845343868239802,0.9975025463691152,0.97283015230032,,,,,,,,,,,,
58,Scene Understanding,What type of location is shown?,park,http://images.cocodataset.org/val2017/000000334555.jpg,1,265,1.0000000000000069,-1.1921311616897583,City,1,15.0,0.0018353118215757858,,,,,,,0.9609640474436811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Environment Type,Is this a natural or urban environment?,urban,http://images.cocodataset.org/val2017/000000138819.jpg,1,274,0.99968534481035,-0.25776657462120056,Urban,1,15.0,0.001857676743964765,,,,,,,0.9473080736174853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
