image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_10_entropy,cluster_11_n_points,cluster_11_avg_strength,cluster_12_n_points,cluster_12_avg_strength,cluster_11_entropy,cluster_12_entropy
32,Spatial Reasoning,Where is the vase positioned?,on table,http://images.cocodataset.org/val2017/000000087038.jpg,5,191,0.9480765460622258,-1.5506253242492676,Sk,5,63.0,0.0057092029333662385,47.0,0.005639415388692477,26.0,0.0053075028944941805,52.0,0.005884278746730633,26.0,0.0077333448522536145,0.9635765158042738,0.9550901040617978,0.9356642929143761,0.9527861405494393,0.9010228122187913,,,,,,,,,,,,,,,,,,,,,,,,
33,Relational Reasoning,What is next to the laptop?,mouse,http://images.cocodataset.org/val2017/000000459467.jpg,5,231,0.9874175862890716,-2.2526142597198486,A,5,24.0,0.002500387405044232,187.0,0.002530015008221612,54.0,0.0025162455027946387,30.0,0.002497443372281199,16.0,0.0025170869106281623,0.9155385080075168,0.9860627420571774,0.9780558644357444,0.9809464023464665,0.886859507142915,,,,,,,,,,,,,,,,,,,,,,,,
34,Spatial Reasoning,Is the umbrella above or below the person?,above,http://images.cocodataset.org/val2017/000000285894.jpg,5,164,0.9951701980476034,-0.6435895562171936,Below,5,198.0,0.002274843892308931,115.0,0.002359974078595258,20.0,0.002347498581068316,21.0,0.002312135417276128,15.0,0.002240150310691448,0.9863656724218957,0.9728408121973359,0.9911594714322186,0.9420864622689729,0.9877812438119247,,,,,,,,,,,,,,,,,,,,,,,,
35,Relational Reasoning,What is on top of the refrigerator?,microwave,http://images.cocodataset.org/val2017/000000322844.jpg,8,271,0.9989362706870233,-1.7129127979278564,A,8,15.0,0.0019230693257615626,24.0,0.0019022727410671807,16.0,0.0019051263570768633,15.0,0.0019161579878048038,17.0,0.0019022273122912315,0.8649735207179273,0.9558902111251072,0.8980898459737487,0.8830374409547587,0.925613407948596,16.0,0.0018879289192957557,20.0,0.0019145019595869048,33.0,0.0019241065579655517,,,,,0.9681390622295665,0.9232196723355077,0.9485646180567968,,,,,,,,,,,
36,Spatial Reasoning,Is the cat on the left or right side?,left,http://images.cocodataset.org/val2017/000000039769.jpg,7,184,0.9989983627503801,-0.33884531259536743,Left,7,23.0,0.0020194676185482366,34.0,0.0019371379301310451,51.0,0.0019436209467801962,16.0,0.0019308989240280827,8.0,0.001915143352070945,0.8932461863447871,0.9912225972033389,0.9827269919363335,0.9822177815287605,0.985056822321508,15.0,0.0019256527010194896,15.0,0.0019484697069672313,,,,,,,0.9613833012053531,0.9949490477321437,,,,,,,,,,,,
37,Relational Reasoning,What is the person sitting on?,bench,http://images.cocodataset.org/val2017/000000334555.jpg,6,251,0.9981323524962152,-1.1142364740371704,Car,6,19.0,0.0019453407667486026,43.0,0.0019380171443923596,18.0,0.0019364737948183743,31.0,0.0019345044409729386,16.0,0.0019533625348965734,0.9892422967543257,0.984481217429709,0.9375433175393748,0.9810902063909221,0.9965119062478288,28.0,0.00194398448227975,,,,,,,,,0.950180010955659,,,,,,,,,,,,,
39,Relational Reasoning,What is beside the bed?,nightstand,http://images.cocodataset.org/val2017/000000356347.jpg,2,315,0.9983976182066137,-2.1762664318084717,a,2,67.0,0.00210984587158242,56.0,0.0021130073109876394,,,,,,,0.9775282102306265,0.9550585575335861,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Spatial Reasoning,Is the sign above or below the traffic light?,below,http://images.cocodataset.org/val2017/000000138819.jpg,3,83,0.9982685159216039,-0.7311973571777344,A,3,300.0,0.002087716540451164,76.0,0.0020275998196721628,20.0,0.0021105862134804775,,,,,0.9798165156119906,0.9891674134366023,0.9232196723355077,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Relational Reasoning,What is the elephant standing on?,ground,http://images.cocodataset.org/val2017/000000025393.jpg,1,295,0.9991007968838185,-1.8168926239013672,Side,1,29.0,0.0022813130885657156,,,,,,,,,0.9024651279231406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Activity Recognition,What is the person doing?,playing tennis,http://images.cocodataset.org/val2017/000000018737.jpg,8,216,0.9823633472813853,-1.6336984634399414,R,8,19.0,0.0023781402084680457,75.0,0.002475095651096698,64.0,0.002447871457653146,21.0,0.002534185220038414,16.0,0.002562378344033676,0.9538677057815207,0.9468904510963114,0.9675714810415782,0.9526841246715825,0.954434002924965,15.0,0.0023773631177868943,21.0,0.0024618819135730128,43.0,0.0024733678223491234,,,,,0.9446232142545791,0.9314107237997671,0.9597178063322461,,,,,,,,,,,
43,Action Recognition,What action is being performed?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,6,251,0.9977245239971794,-1.0595378875732422,A,6,43.0,0.002216873306917987,15.0,0.0022415981957361517,22.0,0.0021895999764834227,15.0,0.0021352198211876225,29.0,0.002159224722716606,0.9421840949392034,0.9018972358711528,0.9705525394685715,0.982798115178801,0.9776933675693196,15.0,0.0020999812735042656,,,,,,,,,0.9718495448242642,,,,,,,,,,,,,
44,Activity Recognition,What are the people doing?,sitting,http://images.cocodataset.org/val2017/000000334555.jpg,6,282,0.9988303866443853,-2.043616771697998,The,6,19.0,0.001979786411756375,16.0,0.0020663411813452923,19.0,0.001990387311914496,18.0,0.0020090485384006854,19.0,0.0019406816964237725,0.9720048748581784,0.9886994082884974,0.9656476401164372,1.0,0.9880900585356664,28.0,0.0019667516722344878,,,,,,,,,0.9840134433076082,,,,,,,,,,,,,
45,Action Recognition,What is the cat doing?,sleeping,http://images.cocodataset.org/val2017/000000039769.jpg,4,250,0.976950579527816,-0.8902792930603027,The,4,16.0,0.004293648797368646,24.0,0.0034689055083574408,89.0,0.0036061856151458943,15.0,0.003348200868021799,,,1.0,0.967132018086354,0.9734887428347331,0.9543063494363562,,,,,,,,,,,,,,,,,,,,,,,,,
46,Activity Recognition,What activity is shown?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,4,273,0.9878005674110706,-2.378267526626587,Walk,4,18.0,0.0024279273515719394,62.0,0.0025018010633747353,24.0,0.0025498791139797667,28.0,0.002539235268016138,,,0.9535998353544739,0.9490473049770165,0.8653251365268717,0.9701429793353155,,,,,,,,,,,,,,,,,,,,,,,,,
47,Action Recognition,What is the person doing with the phone?,holding,http://images.cocodataset.org/val2017/000000532855.jpg,3,277,0.9948720204279785,-1.0632647275924683,The,3,28.0,0.002516842704106511,19.0,0.0026571741506015573,26.0,0.0027851264539517197,,,,,0.9426192363380043,0.9355095604394199,0.9129986686368237,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Activity Recognition,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,8,180,0.9981545944041971,-0.6220934391021729,None,8,30.0,0.002082924833091704,17.0,0.002081777802481014,71.0,0.0020666437581414294,110.0,0.002094254248655917,23.0,0.002065758163332679,0.9548584986116949,0.9770358764490155,0.9648333595764123,0.9718312332199304,0.9673629259545933,22.0,0.002149483967838161,34.0,0.0020514118204413593,4.0,0.001991086319837441,,,,,0.9063593311749661,0.9740008205595219,1.0,,,,,,,,,,,
49,Action Recognition,What is the dog doing?,standing,http://images.cocodataset.org/val2017/000000017627.jpg,5,266,0.9982350089164055,-1.0856308937072754,The,5,27.0,0.0021333091701198517,105.0,0.002067046639742719,15.0,0.002102291351180575,14.0,0.0020761768161286715,8.0,0.0019769283132083705,0.9023220217658316,0.9607373943528459,0.9018972358711528,0.9032139773855579,0.9463946303571862,,,,,,,,,,,,,,,,,,,,,,,,
50,Activity Recognition,What are the elephants doing?,walking,http://images.cocodataset.org/val2017/000000025393.jpg,6,236,0.9822982693239909,-1.2981114387512207,Walk,6,35.0,0.0028662136549481047,17.0,0.002875009255567083,31.0,0.003074894759782412,18.0,0.0032418040448990177,13.0,0.0029045197311723904,0.9634812456026624,0.9519839065438831,0.9093005848540792,0.872009434056298,0.962947015626608,26.0,0.003093367091877287,,,,,,,,,0.9507796043250699,,,,,,,,,,,,,
52,Activity Recognition,What activity requires this equipment?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,5,280,0.9981738713053466,-2.6017630100250244,C,5,25.0,0.001971036902595354,58.0,0.0020173071853183274,10.0,0.0019420062554402963,91.0,0.0020030245275093838,15.0,0.0020404882542311995,0.9949956408022635,0.9498252097178391,0.9602297178607612,0.9561194726159261,0.9709505944546686,,,,,,,,,,,,,,,,,,,,,,,,
53,Interaction Recognition,How are the people interacting?,sitting together,http://images.cocodataset.org/val2017/000000334555.jpg,13,124,0.9905541118879692,-1.2552680969238281,In,13,37.0,0.002809016479146391,15.0,0.0027777324331054783,13.0,0.0026790607342558736,34.0,0.0027305763062667925,55.0,0.0028596332656857185,0.933175369545353,0.9654013672997089,0.99473723787795,0.9711528396237051,0.9858813247002847,42.0,0.0027517299713761515,23.0,0.0028967384719017636,40.0,0.002779766339764387,46.0,0.002922309262112897,18.0,0.002701764109561559,0.983780041444167,0.962898239727323,0.9852660073450026,0.965028873608971,0.977342973473178,13.0,0.0026753415306606343,0.9770455804590027,26.0,0.0026281723978594904,8.0,0.002651184592866682,0.9860445386707747,1.0
54,Scene Understanding,Where is this scene taking place?,kitchen,http://images.cocodataset.org/val2017/000000322864.jpg,3,281,0.9988032379384929,-0.6403933167457581,New,3,16.0,0.0020683895623509895,45.0,0.0020160673751574106,21.0,0.0020050337642112783,,,,,0.8387794678549646,0.9824254223426669,0.997618320255157,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Environment Type,Is this indoors or outdoors?,outdoors,http://images.cocodataset.org/val2017/000000018737.jpg,7,165,0.9918222580355164,-0.10173408687114716,Out,7,28.0,0.0023959133640231284,59.0,0.0023913559603706666,45.0,0.0024125864846343127,52.0,0.002411406554461541,16.0,0.0024167796346463988,0.9953625898154657,0.9801476778138399,0.9587460970652539,0.9642063762168105,0.8903195311147832,14.0,0.0023861456004463746,16.0,0.002395248627479361,,,,,,,0.9926140680171257,0.9618974703476992,,,,,,,,,,,,
56,Scene Understanding,What type of room is this?,bedroom,http://images.cocodataset.org/val2017/000000356347.jpg,7,284,0.9993587141650305,-0.04156648367643356,K,7,15.0,0.001898954705380811,18.0,0.0018849693819998996,25.0,0.0018556924362624547,24.0,0.0018685586632283433,30.0,0.001859764548751041,0.9182958340544896,0.9435794406736079,0.9505030771498542,0.9360898016760626,0.9925081039441961,27.0,0.0018476399853847207,32.0,0.0018649593705017172,,,,,,,0.9703748846657689,0.9978612851077535,,,,,,,,,,,,
57,Contextual Understanding,What is the purpose of this space?,cooking,http://images.cocodataset.org/val2017/000000322864.jpg,1,325,0.9988493102687747,-1.7975407838821411,The,1,15.0,0.002008790533423992,,,,,,,,,0.9147366491799204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Scene Understanding,What type of location is shown?,park,http://images.cocodataset.org/val2017/000000334555.jpg,2,216,0.9983739930673213,-1.1921311616897583,City,2,164.0,0.0020030596907104283,44.0,0.0019990433022550633,,,,,,,0.980210978186402,0.9917785323779796,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Environment Type,Is this a natural or urban environment?,urban,http://images.cocodataset.org/val2017/000000138819.jpg,6,188,0.9986456124070151,-0.25776657462120056,Urban,6,37.0,0.002008023693151108,35.0,0.0019651687526991536,72.0,0.001962896403100505,73.0,0.0019702924061256117,9.0,0.0019641417069267432,0.9498190339042708,0.9619958834090501,0.9829044222573508,0.9842856233913516,0.9910760598382222,35.0,0.001965172187114398,,,,,,,,,0.9690079924212167,,,,,,,,,,,,,
60,Scene Understanding,What setting is this?,beach,http://images.cocodataset.org/val2017/000000361268.jpg,3,262,0.9987459816495684,-0.8802231550216675,A,3,72.0,0.0020777929589934404,19.0,0.0019785665887952046,17.0,0.001957554653950332,,,,,0.9503441967298414,0.9621305296911873,0.9936520348079907,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Scene Understanding,What kind of area is depicted?,street,http://images.cocodataset.org/val2017/000000109798.jpg,6,313,0.99934563051559,-0.6095389127731323,K,6,19.0,0.0019282586461480988,23.0,0.0019221353359152719,15.0,0.0019359066872285664,16.0,0.001920778552714138,15.0,0.0019626804840556598,0.9462035592964384,0.9741887370104049,0.9018972358711528,0.9248008763572906,0.8443536850036224,17.0,0.0019180468254491327,,,,,,,,,0.951983906543883,,,,,,,,,,,,,
63,Environment Type,Is this a public or private space?,public,http://images.cocodataset.org/val2017/000000334555.jpg,4,281,0.9960282978149543,-0.1544196754693985,Public,4,17.0,0.0022773024940967303,24.0,0.0021954127767336434,9.0,0.002141871312742148,15.0,0.002462384909367984,,,0.9771236998460402,0.9874259884612197,0.9656336071428252,0.8443536850036224,,,,,,,,,,,,,,,,,,,,,,,,,
64,Scene Understanding,What venue is this?,sports field,http://images.cocodataset.org/val2017/000000308430.jpg,10,236,0.9994848614148454,-0.2433728277683258,K,10,15.0,0.0018999842590193344,18.0,0.0018662432488193229,15.0,0.0019204795755895859,15.0,0.0018808829243116862,21.0,0.001902453477004738,0.8649735207179273,0.9955380299191112,0.9967916319816366,0.9602297178607612,0.8907082013105603,31.0,0.001886964611754201,62.0,0.0018931652223236053,16.0,0.0018614945170973213,9.0,0.001876868346029635,10.0,0.0018532959320920381,0.9602796710869437,0.9773112599245093,0.9886085007312413,0.9182958340544896,0.9911594714322186,,,,,,,,,
