image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_1_entropy,cluster_2_entropy
61,other,What is the sky full of?,clouds,http://images.cocodataset.org/train2014/COCO_train2014_000000262184.jpg,0,42,0.3944480404019742,-0.2080078125,clouds,0,,,,,,,,,
62,other,What is the color of the carpet?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000131113.jpg,1,67,0.5233344843703701,-0.76171875,brown,1,15.0,0.11494252873563221,0.9182958340544896,,,,,,
63,other,What shape are the windows on the side of the plane?,square,http://images.cocodataset.org/train2014/COCO_train2014_000000262187.jpg,0,44,0.367491560839667,-1.5546875,rectangle,0,,,,,,,,,
64,other,What is the website on the sign?,wmatacom,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,27,0.2944235677759417,-0.9765625,w,0,,,,,,,,,
65,other,What is the bear called?,teddy,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,66,0.453983813379362,-0.2421875,teddy,0,,,,,,,,,
66,other,What type of tree is the man standing next to?,elm,http://images.cocodataset.org/train2014/COCO_train2014_000000524338.jpg,0,39,0.34964479529514336,-0.9921875,oak,0,,,,,,,,,
67,other,What pattern is on the pants?,stripes,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,28,0.31282475853090763,-1.1171875,stri,0,,,,,,,,,
68,other,What sport is this person playing?,baseball,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,63,0.4823291674517554,-0.10693359375,baseball,0,,,,,,,,,
69,other,What is the position of the player behind the batter called?,catcher,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,38,0.4103235913127292,-0.1376953125,catcher,0,,,,,,,,,
70,other,What are they drinking?,beer,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,47,0.42420830588706104,-0.267578125,beer,0,,,,,,,,,
71,other,What brand of beer is visible?,sierra nevada,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,0,0.9957230355827625,-1.328125,bud,0,,,,,,,,,
72,other,What logo is on the man's shirt?,nike,http://images.cocodataset.org/train2014/COCO_train2014_000000131127.jpg,0,77,0.5187052915096815,-0.5,nike,0,,,,,,,,,
73,other,What direction is the bird looking?,right,http://images.cocodataset.org/train2014/COCO_train2014_000000262201.jpg,0,48,0.4248297359299801,-1.078125,right,0,,,,,,,,,
74,other,What time of day is it?,morning,http://images.cocodataset.org/train2014/COCO_train2014_000000370986.jpg,0,90,0.536209749537345,-1.25,afternoon,0,,,,,,,,,
75,other,What type of plane is this?,propeller,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,1,52,0.9452333540728334,-1.6796875,prop,1,18.0,0.026807760141093477,0.872009434056298,,,,,,
76,other,What is in the picture?,clock,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,64,0.4108923298806773,-0.1611328125,clock,0,,,,,,,,,
77,other,What time is the clock showing?,6:10,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,37,0.3757098238070846,-1.109375,1,0,,,,,,,,,
78,other,What are the vases sitting on?,table,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,26,0.24324404766140664,-0.91015625,table,0,,,,,,,,,
79,other,What is the table made of?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,38,0.3640410683413806,-0.142578125,wood,0,,,,,,,,,
80,other,What is the green stuff on this pizza?,spinach,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,1,31,0.40724025278423365,-0.8125,spin,1,15.0,0.19923371647509575,0.9182958340544896,,,,,,
81,other,Is it thick or thin crust?,thick,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,0,81,0.515333281706694,-0.212890625,thick,0,,,,,,,,,
82,other,What is the orange thing?,bag,http://images.cocodataset.org/train2014/COCO_train2014_000000393286.jpg,0,55,0.41018358753224904,-0.93359375,bag,0,,,,,,,,,
83,other,Is this train headed towards or from the orange building?,from,http://images.cocodataset.org/train2014/COCO_train2014_000000000071.jpg,0,77,0.5463477216070874,-0.80078125,from,0,,,,,,,,,
84,other,What is the giraffe eating?,leaves,http://images.cocodataset.org/train2014/COCO_train2014_000000000072.jpg,0,39,0.3237822354962445,-0.421875,leaves,0,,,,,,,,,
85,other,What is on the woman's neck?,necklace,http://images.cocodataset.org/train2014/COCO_train2014_000000393290.jpg,0,54,0.4145276052126312,-0.2080078125,neck,0,,,,,,,,,
86,other,What item is folded up and sitting on the edge of the shower stall?,towel,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,42,0.32899118668683863,-0.2373046875,to,0,,,,,,,,,
87,other,What pattern is on the shower curtain?,solid,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,45,0.377559801845209,-0.671875,solid,0,,,,,,,,,
88,other,What are the colors of the countertop?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,55,0.43674881020891354,-0.43359375,brown,0,,,,,,,,,
89,other,What is the person on the right called?,referee,http://images.cocodataset.org/train2014/COCO_train2014_000000262221.jpg,0,41,0.34359726555739156,-1.0546875,ump,0,,,,,,,,,
90,other,What time does the clock say?,8:00,http://images.cocodataset.org/train2014/COCO_train2014_000000000078.jpg,0,4,0.125,-0.462890625,1,0,,,,,,,,,
91,other,What is the last letter over the plane?,e,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,18,0.1823934896284056,-1.0546875,e,0,,,,,,,,,
92,other,What is the number on the mailbox?,24,http://images.cocodataset.org/train2014/COCO_train2014_000000000086.jpg,0,512,0.0,-0.59765625,3,0,,,,,,,,,
93,other,What are the animals doing?,grazing,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,35,0.3240704566844337,-0.5703125,gra,0,,,,,,,,,
94,other,What breed of livestock is shown?,sheep,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,46,0.44707720561358316,-0.2578125,sheep,0,,,,,,,,,
95,other,What language is the sign written in?,spanish,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,0,28,0.9926597702226162,-1.78125,turkish,0,,,,,,,,,
96,other,How has the cheese been prepared?,melted,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,50,0.41158653805564255,-1.0703125,mel,0,,,,,,,,,
97,other,What is the cutting board used for in this scene?,plate,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,51,0.38901199553491306,-1.40625,plate,0,,,,,,,,,
98,other,Of what meal is this kind of food typical?,lunch,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,6,0.1981203125901445,-0.51953125,lunch,0,,,,,,,,,
99,other,What type of food is shown?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,68,0.4897932981291317,-0.72265625,hot,0,,,,,,,,,
100,other,What is the topping on the hot dog?,peppers,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,68,0.4438220061107144,-0.6328125,on,0,,,,,,,,,
101,other,What topping is on the hot dog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,83,0.5206542644765063,-0.69140625,on,0,,,,,,,,,
102,other,What is in the small container?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,72,0.48170285790840023,-0.89453125,butter,0,,,,,,,,,
103,other,What are the components of this dish?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,57,0.48990072057607775,-0.51953125,hot,1,15.0,0.0906432748538012,0.9018972358711528,,,,,,
104,other,How delicious does this look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,62,0.4727709515390066,-0.65625,very,0,,,,,,,,,
105,other,What two vegetables are in the white bowl?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,74,0.47031641319136114,-1.2265625,on,0,,,,,,,,,
106,other,What type of filling is in the dish on the bottom left?,mayonnaise,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,82,0.5106090640033409,-1.7734375,butter,0,,,,,,,,,
107,other,What is the yellow stuff in a bowl?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,92,0.5049871482781417,-0.76171875,butter,0,,,,,,,,,
108,other,What is the hot dog sitting on top of?,bun,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,44,0.35184916044699677,-0.546875,bun,0,,,,,,,,,
109,other,What are the orange things?,sweet potato fries,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,52,0.43662162001332505,-0.43359375,fries,0,,,,,,,,,
110,other,Are the carrots diced or cut long ways?,long ways,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,121,0.6179627773687602,-0.57421875,cut,1,15.0,0.029473684210526315,0.7219280948873623,,,,,,
111,other,What is in the cup?,mayo,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,60,0.42875023764897946,-0.71875,butter,0,,,,,,,,,
112,other,What is the orange root called?,sweet potato,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,78,0.4942894668234096,-1.28125,sweet,0,,,,,,,,,
113,other,What is the blackened meat on the bread?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,78,0.5189252684437125,-1.46875,hot,0,,,,,,,,,
114,other,What is on the sandwich?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,51,0.40917622930237685,-1.25,on,0,,,,,,,,,
115,other,What animal is on the plate?,pig,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,73,0.47709016317169317,-1.328125,none,0,,,,,,,,,
116,other,What is on the hotdog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,61,0.42580323130290604,-0.5,on,0,,,,,,,,,
117,other,What two vegetables can be seen on the pizza?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,61,0.4140645667057076,-1.5,on,0,,,,,,,,,
118,other,What condiment is on the potatoes?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,79,0.4929941554977002,-1.09375,pars,0,,,,,,,,,
119,other,What sauces are shown?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,88,0.5120484599381996,-1.4140625,may,1,22.0,0.0840220385674931,0.4394969869215134,,,,,,
120,other,What is mainly featured?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,54,0.4180552840516485,-0.72265625,hot,0,,,,,,,,,
121,other,What is the pattern on the vase?,floral,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg,0,84,0.5564794735862864,-0.609375,floral,0,,,,,,,,,
122,other,What is the primary color of the bathroom?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,91,0.5629631765093677,-0.439453125,yellow,0,,,,,,,,,
123,other,What is printed on the orange sign?,pizza,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,56,0.972062606909019,-2.265625,hotel,0,,,,,,,,,
124,other,What is the name of the hotel?,peace way,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,54,0.4210459562396047,-0.08154296875,peace,0,,,,,,,,,
125,other,What mode of transportation is pictured?,car,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,70,0.5063698189369116,-0.416015625,car,0,,,,,,,,,
126,other,What airline is this?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,6,0.9984964301837164,-1.1640625,cargo,0,,,,,,,,,
127,other,The plane's stand resembles what letter?,a,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,40,0.38031015629507225,-1.8359375,letter,0,,,,,,,,,
128,other,What type of plane is this?,cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,6,0.1981203125901445,-0.1650390625,cargo,0,,,,,,,,,
129,other,What is written on the picture?,dutchsimba,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,29,0.23973373754945712,-1.5078125,CAR,0,,,,,,,,,
130,other,What shipping company is represented in the scene?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,59,0.42074309641473995,-2.265625,car,0,,,,,,,,,
131,other,What airline is this plane from?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,6,0.994909769959314,-1.8046875,cargo,0,,,,,,,,,
132,other,How does the man get down from the machine?,stairs,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,71,0.4861409104644735,-1.1796875,ladder,0,,,,,,,,,
133,other,What is the picture of on wall?,abstract,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,49,0.4154621327418269,-1.53125,abstract,0,,,,,,,,,
134,other,What is on the carpet?,rug,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,29,0.2793524478066104,-0.1611328125,rug,0,,,,,,,,,
135,other,What are the ladies doing?,texting,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg,0,59,0.4233686045944164,-0.7578125,text,0,,,,,,,,,
136,other,What is written on the street?,nothing,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,2,-0.0,-0.91015625,avenue,0,,,,,,,,,
137,other,Urban or suburban?,urban,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,85,0.49994062020598784,-0.271484375,urban,0,,,,,,,,,
138,other,What type of vehicle is on the left?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,46,0.39323479520573873,-0.1025390625,bus,0,,,,,,,,,
139,other,What is being held green?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,38,0.3275652857650348,-2.078125,stop,0,,,,,,,,,
140,other,What time of day is it?,afternoon,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,55,0.41832506596410507,-0.9921875,afternoon,0,,,,,,,,,
141,other,What country name is written as the highest word on the bus?,guatemala,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg,0,59,0.46565884886682246,-2.046875,gu,0,,,,,,,,,
142,other,What is the skier standing on?,skis,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,512,0.0,-0.796875,skis,0,,,,,,,,,
143,other,What is the person doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,57,0.4367369909460893,-0.2421875,ski,0,,,,,,,,,
144,other,What infrastructure would one drive on to go perpendicular to the water?,boat,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg,0,41,0.3840908801295478,-0.70703125,boat,0,,,,,,,,,
145,other,What pizza topping is this?,cheese,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,81,0.5539954318311968,-0.11572265625,cheese,0,,,,,,,,,
146,other,What is in the vase next to the flowers?,paper,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,50,0.3656642681320729,-0.765625,paper,0,,,,,,,,,
147,other,Are these flowers real or silk?,real,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,69,0.9570524840770105,-0.3515625,real,0,,,,,,,,,
148,other,England's Queen mother and these blooms share what syllable?,sun,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,53,0.41676969084217275,-2.546875,e,0,,,,,,,,,
149,other,What emblem is on the cake?,words,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,30,0.4272869792568112,-2.125,none,0,,,,,,,,,
150,other,Are they outside or in?,inside,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,87,0.49848110157429254,-0.796875,inside,0,,,,,,,,,
151,other,What are the initials on the cake?,md,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,44,0.40538427367857116,-2.078125,mk,0,,,,,,,,,
152,other,What utensil is in the pan?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,43,0.37511523280588543,-0.1025390625,knife,0,,,,,,,,,
153,other,What is the red vegetable in the clear dish?,tomato,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,61,0.44136707180725604,-0.5546875,tomato,0,,,,,,,,,
154,other,What tree is on the left?,evergreen,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-1.9296875,bush,0,,,,,,,,,
155,other,What is the material right around the clock?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,37,0.332565515003843,-0.53515625,brick,0,,,,,,,,,
156,other,How tall is this building?,100 feet,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,4,0.125,-1.7421875,2,0,,,,,,,,,
157,other,What materials are on the roof?,shingles,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,53,0.47426342165831326,-1.46875,tiles,0,,,,,,,,,
