image_id,question_type,question,ground_truth,full_answer,full_correct,high_answer,high_correct,low_answer,low_correct,random_answer,random_correct
41,other,What do these giraffes have in common?,eating,tall,False,height,False,height,False,height,False
42,other,What is the giraffe standing behind?,tree,tree,True,tree,True,log,False,log,False
43,other,What is on the ground next to the giraffe on the right?,log,log,True,tree,False,log,True,log,True
44,other,How is the man sitting?,cross legged,cross legged,True,on ground,False,cross legged,True,on ground,False
45,other,"What does the word in the upper-left corner, behind the window, translate to in English?",automatic,automatic,True,new,False,automatic,True,antique,False
46,other,What type of watercraft is that?,raft,raft,True,raft,True,boat,False,raft,True
47,other,What is the vase sitting on?,railing,fence,False,table,False,window sill,False,fence,False
48,other,Is the sun to the right or left of this flower?,left,right,False,left,True,left,True,left,True
49,other,What is the zebra eating?,grass,grass,True,grass,True,grass,True,grass,True
50,other,What is the tree covered with?,wire,leaves,False,leaves,False,leaves,False,fence,False
51,other,What is the animal eating?,grass,grass,True,grass,True,grass,True,grass,True
52,other,How old is animal?,10 years,1,False,2,False,1,False,1,False
53,other,What is the man holding?,knife,knife,True,plate,False,knife,True,nothing,False
54,other,What is the man cutting?,cake,cake,True,cake,True,cake,True,cake,True
55,other,What is the fruit?,banana,banana,True,banana,True,banana,True,banana,True
56,other,What is the name of the type of person that would make this food?,chef,chef,True,chef,True,chef,True,chef,True
57,other,What type of ice cream is on the plate?,vanilla,vanilla,True,vanilla,True,vanilla,True,vanilla,True
58,other,Is this an indoor or outdoor photo?,outdoor,outdoor,True,outdoor,True,outdoor,True,outdoor,True
59,other,What's missing from this hot dog?,mustard,ketchup,False,mustard,True,mustard,True,mustard,True
60,other,What is the hog dog sitting on?,bun,napkin,False,napkin,False,napkin,False,napkin,False
61,other,What is the sky full of?,clouds,clouds,True,clouds,True,clouds,True,clouds,True
62,other,What is the color of the carpet?,brown,brown,True,brown,True,brown,True,brown,True
63,other,What shape are the windows on the side of the plane?,square,rectangle,False,square,True,square,True,square,True
64,other,What is the website on the sign?,wmatacom,wmata.com,False,.com,False,wmata.com,False,wmata.com,False
65,other,What is the bear called?,teddy,teddy,True,teddy,True,teddy,True,teddy,True
66,other,What type of tree is the man standing next to?,elm,oak,False,oak,False,oak,False,oak,False
67,other,What pattern is on the pants?,stripes,stripes,True,striped,False,striped,False,striped,False
68,other,What sport is this person playing?,baseball,baseball,True,baseball,True,baseball,True,baseball,True
69,other,What is the position of the player behind the batter called?,catcher,catcher,True,catcher,True,catcher,True,catcher,True
70,other,What are they drinking?,beer,beer,True,water,False,beer,True,soda,False
71,other,What brand of beer is visible?,sierra nevada,bud light,False,budweiser,False,unanswerable,False,bud light,False
72,other,What logo is on the man's shirt?,nike,nike,True,dng,False,nike,True,nike,True
73,other,What direction is the bird looking?,right,right,True,right,True,right,True,right,True
74,other,What time of day is it?,morning,afternoon,False,afternoon,False,afternoon,False,afternoon,False
75,other,What type of plane is this?,propeller,propeller,True,cessna,False,propeller,True,cessna,False
76,other,What is in the picture?,clock,clock,True,clock,True,clock,True,clock,True
77,other,What time is the clock showing?,6:10,12:05,False,2:20,False,8:00,False,1:20,False
78,other,What are the vases sitting on?,table,table,True,table,True,table,True,table,True
79,other,What is the table made of?,wood,wood,True,wood,True,wood,True,wood,True
80,other,What is the green stuff on this pizza?,spinach,spinach,True,spinach,True,spinach,True,spinach,True
81,other,Is it thick or thin crust?,thick,thick,True,thick,True,thick,True,thick,True
82,other,What is the orange thing?,bag,bag,True,mug,False,bag,True,bag,True
83,other,Is this train headed towards or from the orange building?,from,from,True,from,True,from,True,from,True
84,other,What is the giraffe eating?,leaves,leaves,True,leaves,True,leaves,True,leaves,True
85,other,What is on the woman's neck?,necklace,necklace,True,nothing,False,necklace,True,necklace,True
86,other,What item is folded up and sitting on the edge of the shower stall?,towel,towel,True,shower curtain,False,towel,True,towel,True
87,other,What pattern is on the shower curtain?,solid,solid,True,solid,True,solid,True,solid,True
88,other,What are the colors of the countertop?,brown,brown,True,brown,True,brown,True,brown,True
89,other,What is the person on the right called?,referee,umpire,False,umpire,False,umpire,False,referee,True
90,other,What time does the clock say?,8:00,10:10,False,9:15,False,10:10,False,9:10,False
91,other,What is the last letter over the plane?,e,e,True,a,False,e,True,e,True
92,other,What is the number on the mailbox?,24,34,False,147,False,19,False,104,False
93,other,What are the animals doing?,grazing,grazing,True,grazing,True,grazing,True,grazing,True
94,other,What breed of livestock is shown?,sheep,sheep,True,sheep,True,sheep,True,sheep,True
95,other,What language is the sign written in?,spanish,turkish,False,arabic,False,arabic,False,arabic,False
96,other,How has the cheese been prepared?,melted,melted,True,grilled,False,melted,True,melted,True
97,other,What is the cutting board used for in this scene?,plate,plate,True,plate,True,plate,True,plate,True
98,other,Of what meal is this kind of food typical?,lunch,lunch,True,lunch,True,lunch,True,lunch,True
99,other,What type of food is shown?,hot dog,hot dog,True,hot dog,True,hot dog,True,hot dog,True
100,other,What is the topping on the hot dog?,peppers,onions,False,mustard,False,bacon,False,bacon,False
101,other,What topping is on the hot dog?,onions,onions,True,mustard,False,bacon,False,ketchup,False
102,other,What is in the small container?,butter,butter,True,sauce,False,butter,True,mayonnaise,False
103,other,What are the components of this dish?,butter,hot dog,False,hot dog,False,hot dog,False,hot dog,False
104,other,How delicious does this look?,very,very,True,very,True,very,True,very,True
105,other,What two vegetables are in the white bowl?,none,onions,False,none,True,potatoes,False,carrots,False
106,other,What type of filling is in the dish on the bottom left?,mayonnaise,butter,False,butter,False,butter,False,butter,False
107,other,What is the yellow stuff in a bowl?,butter,butter,True,mustard,False,butter,True,butter,True
108,other,What is the hot dog sitting on top of?,bun,bun,True,bun,True,plate,False,bun,True
109,other,What are the orange things?,sweet potato fries,fries,False,fries,False,sweet potatoes,False,fries,False
110,other,Are the carrots diced or cut long ways?,long ways,cut,False,cut,False,cut,False,cut,False
111,other,What is in the cup?,mayo,butter,False,sauce,False,butter,False,butter,False
112,other,What is the orange root called?,sweet potato,sweet potato,True,carrot,False,carrot,False,sweet potato,True
113,other,What is the blackened meat on the bread?,hot dog,hot dog,True,bacon,False,bacon,False,bacon,False
114,other,What is on the sandwich?,hot dog,onions,False,ketchup,False,bacon,False,hot dog,True
115,other,What animal is on the plate?,pig,none,False,dog,False,dog,False,dog,False
116,other,What is on the hotdog?,onions,onions,True,mustard,False,bacon,False,bacon,False
117,other,What two vegetables can be seen on the pizza?,none,onions,False,carrots,False,carrots,False,carrots,False
118,other,What condiment is on the potatoes?,butter,parsley,False,parsley,False,parsley,False,parsley,False
119,other,What sauces are shown?,butter,mayonnaise,False,none,False,mayonnaise,False,mayonnaise,False
120,other,What is mainly featured?,hot dog,hot dog,True,food,False,food,False,food,False
121,other,What is the pattern on the vase?,floral,floral,True,solid,False,floral,True,floral,True
122,other,What is the primary color of the bathroom?,yellow,yellow,True,yellow,True,yellow,True,yellow,True
123,other,What is printed on the orange sign?,pizza,hotel,False,hotel,False,peace way,False,hotel,False
124,other,What is the name of the hotel?,peace way,peace way hotel,True,way hotel,False,peace way hotel,True,ace hotel,False
125,other,What mode of transportation is pictured?,car,car,True,road,False,car,True,van,False
126,other,What airline is this?,everts air cargo,cargo,False,air canada,False,carg,False,air force,False
127,other,The plane's stand resembles what letter?,a,letter c,False,x,False,l,False,l,False
128,other,What type of plane is this?,cargo,cargo,True,cargo,True,cargo,True,cargo,True
129,other,What is written on the picture?,dutchsimba,"cargo air cargo
dutchstoke",False,"us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air cargo
us air",False,"cargo air cargo
dutchstoke",False,"003-4003-40
dutch sky",False
130,other,What shipping company is represented in the scene?,everts air cargo,carg,False,carg,False,ups,False,ups,False
131,other,What airline is this plane from?,everts air cargo,cargo,False,air cargo,False,ups,False,us air cargo,False
132,other,How does the man get down from the machine?,stairs,ladder,False,ladder,False,ladder,False,ladder,False
133,other,What is the picture of on wall?,abstract,abstract,True,tv,False,abstract,True,tv,False
134,other,What is on the carpet?,rug,rug,True,rug,True,rug,True,rug,True
135,other,What are the ladies doing?,texting,texting,True,sitting,False,reading,False,texting,True
136,other,What is written on the street?,nothing,avenue,False,stop,False,w 14th st,False,unanswerable,False
137,other,Urban or suburban?,urban,urban,True,urban,True,urban,True,urban,True
138,other,What type of vehicle is on the left?,bus,bus,True,bus,True,bus,True,bus,True
139,other,What is being held green?,light,stop light,True,sign,False,light,True,sign,False
140,other,What time of day is it?,afternoon,afternoon,True,afternoon,True,afternoon,True,afternoon,True
141,other,What country name is written as the highest word on the bus?,guatemala,guatemala,True,brazil,False,columbia,False,indonesia,False
142,other,What is the skier standing on?,skis,skis,True,skis,True,snow,False,snow,False
143,other,What is the person doing?,skiing,skiing,True,skiing,True,skiing,True,skiing,True
144,other,What infrastructure would one drive on to go perpendicular to the water?,boat,boat,True,boat,True,boat,True,boat,True
145,other,What pizza topping is this?,cheese,cheese,True,cheese,True,cheese,True,cheese,True
146,other,What is in the vase next to the flowers?,paper,paper,True,water,False,paper,True,water,False
147,other,Are these flowers real or silk?,real,real,True,real,True,real,True,real,True
148,other,England's Queen mother and these blooms share what syllable?,sun,e,False,e,False,e,False,e,False
149,other,What emblem is on the cake?,words,none,False,none,False,none,False,none,False
150,other,Are they outside or in?,inside,inside,True,inside,True,inside,True,inside,True
151,other,What are the initials on the cake?,md,mk,False,g&b,False,g b,False,g&b,False
152,other,What utensil is in the pan?,knife,knife,True,none,False,knife,True,knife,True
153,other,What is the red vegetable in the clear dish?,tomato,tomato,True,tomato,True,tomato,True,tomato,True
154,other,What tree is on the left?,evergreen,bush,False,oak,False,oak,False,oak,False
155,other,What is the material right around the clock?,wood,brick,False,brick,False,brick,False,brick,False
156,other,How tall is this building?,100 feet,2 stories,False,tall,False,2 stories,False,2 stories,False
157,other,What materials are on the roof?,shingles,tiles,False,brick,False,brick,False,tiles,False
158,other,What is in gold at the top of the building?,clock,bell,False,clock,True,bell,False,clock,True
159,other,What are on both side of the building?,trees,trees,True,trees,True,trees,True,trees,True
160,other,What is around the tree?,building,bush,False,leaves,False,leaves,False,fence,False
161,other,What is the woman doing in this photo?,petting sheep,petting sheep,True,petting sheep,True,petting sheep,True,petting sheep,True
162,other,What are the sheep standing on?,hay,hay,True,hay,True,hay,True,hay,True
163,other,What is the woman feeding the animal?,hay,hay,True,hay,True,hay,True,hay,True
164,other,What type of silverware is on the plates?,knife and spoon,knife and spoon,True,knife,False,knife and spoon,True,knife,False
165,other,What is the man holding in his left hand?,ski pole,ski pole,True,ski pole,True,ski pole,True,ski pole,True
166,other,What is the color of the zipper?,black,black,True,black,True,black,True,black,True
167,other,Are the boots a solid color or patterned?,patterned,solid,False,solid,False,solid,False,solid,False
168,other,What are the people doing in the street?,walking,walking,True,walking,True,walking,True,walking,True
169,other,What is floating near the bird?,ice,ice,True,snow,False,snow,False,snow,False
170,other,What brand of soda is advertised?,pepsi,pepsi,True,coca cola,False,pepsi,True,coca cola,False
171,other,What Mexican food restaurant chain is advertised?,del taco,el paso,False,el paso,False,el zorro,False,el paso,False
172,other,How is the turnout?,good,good,True,good,True,unanswerable,False,good,True
173,other,What is the large sculpture next to the oversized cola bottle?,building,statue,False,statue,False,statue,False,statue,False
174,other,What time is it?,1:50,1:15,False,2:30,False,1:55,False,1:55,False
175,other,What continent might this be?,africa,africa,True,africa,True,africa,True,africa,True
176,other,What type of fruit is on the plate?,banana,banana,True,banana,True,banana,True,banana,True
177,other,What is in the blue chair?,teddy bears,teddy bears,True,man,False,teddy bear,False,toy,False
178,other,What type of footwear is the person wearing?,socks,socks,True,none,False,socks,True,socks,True
179,other,What are the animals doing?,eating,eating,True,eating,True,eating,True,eating,True
180,other,What type of animal is in the picture?,giraffe,giraffe,True,giraffe,True,giraffe,True,giraffe,True
181,other,What does the front of the bus say at the top?,special,special,True,for sale,False,special,True,spec,False
182,other,What direction are the animals heading?,right,left,False,right,True,right,True,right,True
183,other,Is the zebra walking or standing still?,walking,walking,True,standing still,False,walking,True,standing still,False
184,other,Number of animals?,3,3,True,4,False,3,True,4,False
185,other,What is on the plate?,cupcake,cupcake,True,book,False,cupcake,True,cupcake,True
186,other,What are the pink pieces of paper called?,post-its,post it note,False,post it note,False,post it note,False,post it note,False
187,other,What is the green stuff?,broccoli,broccoli,True,broccoli,True,broccoli,True,broccoli,True
188,other,Is this a finger food or dish?,dish,dish,True,dish,True,dish,True,dish,True
189,other,What ICING IS USED ON THIS CAKE?,vanilla,buttercream,False,buttercream,False,cream cheese,False,vanilla,True
190,other,What is the figure on the cupcake?,soldier,soldier,True,candle,False,soldier,True,man,False
191,other,What flavor is the cupcake?,vanilla,vanilla,True,vanilla,True,vanilla,True,vanilla,True
192,other,What is the woman doing?,cutting tie,cutting tie,True,giving award,False,pointing,False,pointing,False
193,other,What room is this?,living room,living room,True,living room,True,living room,True,living room,True
194,other,What is the boy doing?,herding,herding,True,walking,False,walking,False,standing,False
195,other,What animal is on the walls?,fish,none,False,none,False,none,False,deer,False
196,other,Sunny or overcast?,overcast,overcast,True,overcast,True,overcast,True,overcast,True
197,other,What is the color of the roof shingles?,gray,brown,False,brown,False,brown,False,black,False
198,other,What symbol sits atop the tower?,cross,cross,True,cross,True,cross,True,cross,True
199,other,What is the grate for?,toaster oven,cooking,False,cooking,False,cooking,False,heat,False
200,other,What time is it?,11:55,12:05,False,2:30,False,12:50,False,1:45,False
201,other,What is the brown object with a clock on it?,birdhouse,house,False,house,False,house,False,building,False
202,other,What number bus is this?,892,892,True,311,False,892,True,6,False
203,other,What is the woman holding?,hair dryer,hair,False,phone,False,feather,False,paper,False
204,other,What shape is at the bottom of the pole?,rectangle,round,False,round,False,square,False,square,False
205,other,What type of bed is in the picture?,bunk bed,bunk,False,bunk,False,bunk,False,bunk,False
206,other,What is he cooking?,hot dogs,hot dogs,True,hot dogs,True,hot dogs,True,hot dogs,True
207,other,Is this a new or ancient clock?,ancient,ancient,True,ancient,True,ancient,True,ancient,True
208,other,What time does the clock read?,12:55,3:00,False,3:05,False,3:00,False,3:00,False
209,other,What mountain was this taken at?,lookout,aspen,False,aspen,False,mt. fuji,False,aspen,False
210,other,What is the black thing he is wearing?,apron,apron,True,apron,True,apron,True,apron,True
211,other,What is the man doing in the picture?,cooking,cooking,True,cooking,True,cooking,True,cooking,True
212,other,What is the cartoon man presenting to the cartoon woman?,ring,ring,True,picture,False,letter,False,picture,False
213,other,What does the sign with the white arrow say?,one way,one way,True,one way,True,one way,True,on way,False
214,other,"What is above the ""No Left Turn"" sign?",one way,one way,True,on way,False,one way,True,one way,True
215,other,What is the sign says?,stop,stop,True,s,False,stop,True,stop,True
216,other,What gender are both of the children likely to be?,female,female,True,male,False,female,True,female,True
217,other,What is the one girl doing to the other girl's hair?,brushing,brushing,True,nothing,False,brushing,True,playing,False
218,other,Something new to wear with a men's shirt?,tie,tie,True,tie,True,tie,True,tie,True
219,other,How much did they pay for the hot dogs?,1,2.50,False,unanswerable,False,unanswerable,False,unanswerable,False
220,other,What is in the man's hand?,tennis racket,tennis racket,True,tennis racket,True,tennis racket,True,tennis racket,True
221,other,What silverware is on the table?,knife and fork,fork,False,knife,False,fork,False,knife,False
222,other,What type of animal is it?,cat,cat,True,cat,True,cat,True,cat,True
223,other,What is the man standing on?,sand,sand,True,sand,True,sand,True,sand,True
224,other,What are these men standing in front of?,ocean,ocean,True,ocean,True,ocean,True,ocean,True
225,other,What is the temperature outside?,cold,cold,True,cool,False,cold,True,cold,True
226,other,What is lying on the ground?,surfboard,surfboard,True,surfboard,True,surfboard,True,surfboard,True
227,other,What is flying in the air?,kites,kites,True,clouds,False,kite,False,kite,False
228,other,What brand of shoes is the skateboarder wearing?,none,nike,False,nike,False,nike,False,nike,False
229,other,What type of clouds are visible in this photo?,cumulus,cumulus,True,cumulus,True,cumulus,True,cumulus,True
230,other,What is the man doing?,standing,standing,True,standing,True,standing,True,standing,True
231,other,Is the person on the right male or female?,male,male,True,male,True,male,True,male,True
232,other,What object is painted on the surfboard?,star,sun,False,flower,False,sun,False,sun,False
233,other,What does the train ride along?,tracks,tracks,True,tracks,True,tracks,True,tracks,True
234,other,What is turned on?,light,light,True,light,True,light,True,light,True
235,other,What is the name of the yellow fruit pictured?,banana,banana,True,banana,True,banana,True,banana,True
236,other,What shape are the plates?,round,round,True,round,True,round,True,round,True
237,other,What indicates that this is for a party?,many plates,beer,False,plates,False,pizza,False,glasses,False
238,other,What two utensils are next to the plate?,fork and knife,fork and knife,True,knife and fork,False,knife and fork,False,fork and knife,True
239,other,How lucky is it that no one was walking on the sidewalk at that time?,very,very,True,very,True,very,True,very,True
240,other,What traffic light is on?,red,red,True,red,True,red,True,red,True
241,other,What number does the battery have on his shirt?,11,11,True,14,False,11,True,11,True
242,other,What team is the batter from?,yankees,oakland,False,mets,False,oakland,False,yankees,True
243,other,What objects are directly above the TV set?,pictures,pictures,True,pictures,True,bookshelf,False,pictures,True
244,other,What print is this woman's dress?,dots,checkered,False,striped,False,checkered,False,checkered,False
245,other,What is on the handlebars?,bird,bird,True,glove,False,bird,True,glove,False
246,other,What bird is on the man's bike?,parrot,parrot,True,none,False,parrot,True,none,False
247,other,What is the fence made of?,metal,metal,True,metal,True,metal,True,metal,True
248,other,What is the name of the street that starts with a color?,greenwich,greenwich,True,greenwich,True,greenwich,True,blue,False
249,other,How can you tell the giraffe is in captivity?,fence,fence,True,fence,True,fence,True,fence,True
250,other,What is the name of the store behind the lady?,pike place fish,pike place fish,True,fish,False,pike place fish,True,seafood,False
251,other,What does the lady have in her mouth?,fish,donut,False,nothing,False,donut,False,food,False
252,other,What are the popsicle sticks used for?,labels,plant markers,False,plant labels,True,plant markers,False,plant markers,False
253,other,What is the structure in the background?,teepee,tent,False,tower,False,tent,False,snowboard jump,False
254,other,What are these people doing?,snowboarding,snowboarding,True,snowboarding,True,snowboarding,True,snowboarding,True
255,other,What is the white structure behind the ramp?,teepee,teepee,True,tower,False,tent,False,teepee,True
256,other,What is on the ground?,snow,snow,True,snow,True,snow,True,snow,True
257,other,What is the man wearing?,shorts,shorts,True,shorts,True,shorts,True,shorts,True
258,other,What sport are they playing?,soccer,soccer,True,soccer,True,soccer,True,soccer,True
259,other,Color is the goaltenders shirt?,white,white,True,white,True,white,True,white,True
260,other,Are they coworkers or best friends?,best friends,coworkers,False,coworkers,False,coworkers,False,coworkers,False
261,other,What is in the glass in the lower right?,wine,wine,True,liquid,False,wine,True,wine,True
262,other,The wall is made out of?,brick,brick,True,brick,True,brick,True,brick,True
263,other,What does the sign in the background say?,no parking,school bus,False,school bus,False,school bus,False,school bus,False
264,other,What is behind the mirror?,bus,bus,True,bus,True,bus,True,school bus,True
265,other,How healthy does this meal look?,very,very,True,very,True,very,True,very,True
266,other,What meat is used in the main dish?,beef,beef,True,chicken,False,beef,True,beef,True
267,other,What is the man reaching for?,phone,phone,True,phone,True,phone,True,phone,True
268,other,What language is the text on the sign?,english,english,True,unanswerable,False,english,True,english,True
269,other,What is the man holding?,phone,phone,True,phone,True,phone,True,phone,True
270,other,What does this phone case look like?,silver,clear,False,unanswerable,False,unanswerable,False,unanswerable,False
271,other,What is the brand of the phone?,pharos,pharos,True,pharos,True,pharos,True,pharos,True
272,other,What does this controller go with?,phone,phone,True,phone,True,gps,False,phone,True
273,other,What brand is the phone?,pharos,pharos,True,pharos,True,pharos,True,pharos,True
274,other,What is the person holding in their hand?,cell phone,phone,False,phone,False,phone,False,phone,False
275,other,What is the person holding?,phone,phone,True,phone,True,phone,True,phone,True
276,other,What's on the other side of the shower curtain?,shower,bathtub,False,toilet,False,bathtub,False,bathtub,False
277,other,What is the green stuff?,broccoli,broccoli,True,broccoli,True,broccoli,True,broccoli,True
278,other,What is the floor made of?,tile,tile,True,tile,True,tile,True,tile,True
279,other,What is the ratio of white tiles to blue?,many more white,1:1,False,1:1,False,1:1,False,1:10,False
280,other,What power tool is present?,drill,drill,True,drill,True,drill,True,drill,True
281,other,What fruit is present?,watermelon,watermelon,True,none,False,watermelon,True,orange,False
282,other,What do you think the cat is looking at?,bird,bird,True,bird,True,tree,False,bird,True
283,other,What utensil is sitting next to the food?,fork,fork,True,fork,True,fork,True,fork,True
284,other,What is in the jug?,beer,beer,True,water,False,beer,True,beer,True
285,other,What is the name of this crusted food?,pizza,pizza,True,pizza,True,pizza,True,pizza,True
286,other,What animal is on the flatbed?,cow,cow,True,horse,False,cow,True,cow,True
287,other,What room of the house is this?,kitchen,kitchen,True,kitchen,True,kitchen,True,kitchen,True
288,other,What is the floor made out of?,wood,wood,True,wood,True,wood,True,wood,True
289,other,What do you use the stove for?,cooking,cook,False,cook,False,cook,False,cook,False
290,other,What is the batter wearing on his ankles?,guards,socks,False,nothing,False,socks,False,nothing,False
291,other,What is the crouching man in the mask called?,catcher,catcher,True,catcher,True,catcher,True,catcher,True
292,other,What are the two women carrying?,rackets,rackets,True,tennis rackets,True,tennis rackets,True,tennis rackets,True
293,other,What are these people holding?,tennis rackets,tennis rackets,True,tennis rackets,True,tennis rackets,True,tennis rackets,True
294,other,What is the woman wearing on her neck?,collar,collar,True,nothing,False,nothing,False,nothing,False
295,other,What sports are they playing?,tennis,tennis,True,tennis,True,tennis,True,tennis,True
296,other,What is the approximate time period of this photo?,1950s,1940s,False,1950s,True,1950s,True,1950s,True
297,other,What are the ladies doing?,playing tennis,posing,False,posing,False,playing tennis,True,posing,False
298,other,"What three letter word, best describes the liquid container on the ground between the two people?",jug,can,False,bottle,False,can,False,can,False
299,other,What does the wall say on the far left?,nothing,nothing,True,nothing,True,nothing,True,nothing,True
300,other,What is the woman wearing?,skirt,sweater,False,skirt,True,skirt,True,skirt,True
301,other,What type of photo is this?,black and white,black and white,True,black and white,True,black and white,True,black and white,True
302,other,What sport is this?,tennis,tennis,True,tennis,True,tennis,True,tennis,True
303,other,What are the people holding?,tennis rackets,tennis rackets,True,tennis rackets,True,tennis rackets,True,tennis rackets,True
304,other,What is the group of people holding in their hand?,tennis rackets,tennis rackets,True,tennis rackets,True,tennis rackets,True,tennis rackets,True
305,other,Is the game live or on television?,live,live,True,live,True,live,True,live,True
306,other,How would you call for more information about the bus?,877-pwp-green,1-800-420-2695,False,1-800-420-2695,False,1-800-420-2695,False,1-800-668-6262,False
307,other,What pattern does the woman have on?,polka dot,dots,False,none,False,dots,False,none,False
308,other,What is running across the beach?,horse,horse,True,dog,False,horse,True,horse,True
309,other,What is causing the smoke?,grill,grill,True,fire,False,grill,True,fire,False
310,other,What ethnicity is the man?,african american,black,False,white,False,black,False,black,False
311,other,Is the man wearing shorts or pants?,shorts,shorts,True,shorts,True,shorts,True,pants,False
312,color recognition,What color is the players shirt?,orange,orange,True,red,False,orange,True,orange,True
313,color recognition,What color is the snow?,white,white,True,white,True,white,True,white,True
314,color recognition,What color is the persons headwear?,red,red,True,black,False,red,True,red,True
315,color recognition,What color is the toothbrush?,white and purple,purple,False,white,False,white,False,white,False
316,color recognition,What colors are shown in this picture?,black and white,black and white,True,black and white,True,black and white,True,black and white,True
317,color recognition,What color is his hat?,blue,blue,True,black,False,blue,True,blue,True
318,color recognition,What color is the jacket?,green,green,True,black,False,green,True,green,True
319,color recognition,What color is the sky?,gray,gray,True,gray,True,gray,True,gray,True
320,color recognition,What color is his coat?,blue,blue,True,black,False,blue,True,blue,True
321,color recognition,What color is the bear?,black,black,True,black,True,black,True,black,True
322,color recognition,What color are the leaves?,green,green,True,green,True,green,True,green,True
323,color recognition,What color is the umbrella?,pink,pink,True,pink,True,pink,True,pink,True
324,color recognition,What color is the vase?,white,white,True,white,True,white,True,white,True
325,color recognition,What color is the napkin?,white,white,True,white,True,white,True,white,True
326,color recognition,What color is the refrigerator?,silver,silver,True,silver,True,silver,True,silver,True
327,color recognition,What color is the plane?,red,red,True,red,True,red,True,orange,False
328,color recognition,What color horse is closer to the camera?,black,black,True,black,True,white,False,black,True
329,color recognition,What color is the girl's shirt?,blue,blue,True,blue,True,blue,True,blue,True
