image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count
16,other,What is the white streak?,contrail,http://images.cocodataset.org/train2014/COCO_train2014_000000393221.jpg,0,0,0.8507896816545433,-0.169921875,The,0
17,other,What is the child doing?,brushing teeth,http://images.cocodataset.org/train2014/COCO_train2014_000000393223.jpg,0,0,0.8530387776564076,-0.30859375,The,0
18,other,What is the business man doing in the picture?,frowning,http://images.cocodataset.org/train2014/COCO_train2014_000000393224.jpg,0,0,0.8212180337129812,-0.38671875,The,0
19,other,What is the man riding on?,motorcycle,http://images.cocodataset.org/train2014/COCO_train2014_000000131084.jpg,0,0,0.8551660625333449,-0.048095703125,The,0
20,other,What is on the pillow?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000131074.jpg,0,0,0.8491986584091505,-0.95703125,The,0
21,other,What is sitting on the bench?,purse,http://images.cocodataset.org/train2014/COCO_train2014_000000131074.jpg,0,0,0.8045122916065002,-1.2890625,A,0
22,other,What is the man doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,0,0.8502432527717757,-0.048095703125,The,0
23,other,What is the person wearing?,skis,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,0,0.8506922056421417,-0.1376953125,The,0
24,other,What is she holding?,poles,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,0,0.9261724571490588,-0.765625,The,0
25,other,What is the dog riding on?,surfboard,http://images.cocodataset.org/train2014/COCO_train2014_000000131087.jpg,0,0,0.858961427877447,-0.12451171875,The,0
26,other,What is in the water?,dog,http://images.cocodataset.org/train2014/COCO_train2014_000000131087.jpg,0,0,0.41821022588777534,-0.68359375,There,0
27,other,"What does the green light, on the TV, indicate?",on,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.9121258276864784,-0.83203125,The,0
28,other,What room of the house is this?,office,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.6294406022753201,-0.68359375,It,0
29,other,What is the size of the TV?,large,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.851666957820351,-0.90625,The,0
30,other,How big is the TV?,very big,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.6240348471459549,-1.0546875,It,0
31,other,What companion object to the TV can be seen in the bottom right of the picture?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.4212479666676382,-0.60546875,In,0
32,other,What is the small computer on the left called?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.8546739901187689,-0.671875,I,0
33,other,What is above the TV?,vent,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.8539089868276498,-0.8671875,I,0
34,other,What is on the display?,document,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.8424849250440678,-0.8828125,The,0
35,other,Is it a monitor or a screen projection?,screen projection,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.6370299967511318,-0.5625,It,0
36,other,What is on the TV screen?,computer,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.8532684267548796,-0.7421875,The,0
37,other,What is the title of the presentation in the picture?,outlook web app,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,0,0.860827057749308,-0.5546875,I,0
38,other,What is the man playing?,wii,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,0,0,0.8425221248255991,-0.5703125,The,0
39,other,What does the man have on his face?,glasses,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,0,0,0.8421031104838141,-0.212890625,The,0
40,other,What is in front of the giraffes?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,0,0,0.4046473662168639,-1.4453125,In,0
41,other,What do these giraffes have in common?,eating,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,0,0,0.8232260789458274,-1.1015625,The,0
42,other,What is the giraffe standing behind?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,0,0,0.8578842474605743,-0.53515625,The,0
43,other,What is on the ground next to the giraffe on the right?,log,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,0,0,0.4345261064486407,-1.1328125,There,0
44,other,How is the man sitting?,cross legged,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,0,0,0.8444289891389095,-0.193359375,The,0
45,other,"What does the word in the upper-left corner, behind the window, translate to in English?",automatic,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,0,0,0.8577744969004122,-0.203125,The,0
46,other,What type of watercraft is that?,raft,http://images.cocodataset.org/train2014/COCO_train2014_000000262171.jpg,0,0,0.855983335510062,-0.6328125,The,0
47,other,What is the vase sitting on?,railing,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,0,0,0.859310727071087,-0.392578125,The,0
48,other,Is the sun to the right or left of this flower?,left,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,0,0,0.8967360042657264,-0.86328125,It,0
49,other,What is the zebra eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,0,0,0.8576444154834945,-0.9921875,The,0
50,other,What is the tree covered with?,wire,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,0,0,0.8561588775489242,-0.85546875,The,0
51,other,What is the animal eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,0,0,0.8545077558478933,-0.357421875,The,0
52,other,How old is animal?,10 years,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,0,0,0.8685489697486474,-0.84765625,It,0
53,other,What is the man holding?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000393251.jpg,0,0,0.8421743782923475,-0.341796875,The,0
54,other,What is the man cutting?,cake,http://images.cocodataset.org/train2014/COCO_train2014_000000393251.jpg,0,0,0.8423820744760584,-0.1884765625,The,0
55,other,What is the fruit?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,0,0,0.842049020588854,-0.1376953125,The,0
56,other,What is the name of the type of person that would make this food?,chef,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,0,0,0.43383827605538955,-0.9296875,I,0
57,other,What type of ice cream is on the plate?,vanilla,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,0,0,0.8534620718024396,-0.83203125,I,0
58,other,Is this an indoor or outdoor photo?,outdoor,http://images.cocodataset.org/train2014/COCO_train2014_000000524325.jpg,0,0,0.9287606588529249,-0.5078125,The,0
59,other,What's missing from this hot dog?,mustard,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,0,0,0.8566280005352799,-0.6484375,The,0
60,other,What is the hog dog sitting on?,bun,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,0,0,0.8564140514611976,-0.54296875,The,0
61,other,What is the sky full of?,clouds,http://images.cocodataset.org/train2014/COCO_train2014_000000262184.jpg,0,0,0.8529151763187267,-0.341796875,The,0
62,other,What is the color of the carpet?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000131113.jpg,0,0,0.8591902041675136,-0.2421875,The,0
63,other,What shape are the windows on the side of the plane?,square,http://images.cocodataset.org/train2014/COCO_train2014_000000262187.jpg,0,0,0.7855041767753802,-0.30859375,The,0
64,other,What is the website on the sign?,wmatacom,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,0,0.9256771518815001,-0.1474609375,The,0
65,other,What is the bear called?,teddy,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,0,0.8574495649432751,-0.439453125,The,0
66,other,What type of tree is the man standing next to?,elm,http://images.cocodataset.org/train2014/COCO_train2014_000000524338.jpg,0,0,0.8574829444190369,-0.83984375,I,0
67,other,What pattern is on the pants?,stripes,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,0,0.8561605022159104,-0.111328125,The,0
68,other,What sport is this person playing?,baseball,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,0,0.8572499768868811,-0.08544921875,The,0
69,other,What is the position of the player behind the batter called?,catcher,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,0,0.9131630510923543,-0.00787353515625,The,0
70,other,What are they drinking?,beer,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,0,0.9285474550924031,-0.88671875,I,0
71,other,What brand of beer is visible?,sierra nevada,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,0,0.40744969767711897,-0.421875,I,0
72,other,What logo is on the man's shirt?,nike,http://images.cocodataset.org/train2014/COCO_train2014_000000131127.jpg,0,0,0.8447756879896037,-0.421875,The,0
73,other,What direction is the bird looking?,right,http://images.cocodataset.org/train2014/COCO_train2014_000000262201.jpg,0,0,0.9419033734626694,-1.0234375,It,0
74,other,What time of day is it?,morning,http://images.cocodataset.org/train2014/COCO_train2014_000000370986.jpg,0,0,0.6709416126369973,-0.6171875,It,0
75,other,What type of plane is this?,propeller,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,0,0,0.8593735640229014,-0.451171875,The,0
76,other,What is in the picture?,clock,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,0,0.8432377268957094,-0.341796875,The,0
77,other,What time is the clock showing?,6:10,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,0,0.8526519027405403,-0.49609375,The,0
78,other,What are the vases sitting on?,table,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,0,0.8549553231688706,-0.298828125,The,0
79,other,What is the table made of?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,0,0.8553378251667697,-0.640625,The,0
80,other,What is the green stuff on this pizza?,spinach,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,0,0,0.8486942513844709,-0.451171875,The,0
81,other,Is it thick or thin crust?,thick,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,0,0,0.8582622422036807,-0.6484375,The,0
82,other,What is the orange thing?,bag,http://images.cocodataset.org/train2014/COCO_train2014_000000393286.jpg,0,0,0.8433059453506471,-0.451171875,The,0
83,other,Is this train headed towards or from the orange building?,from,http://images.cocodataset.org/train2014/COCO_train2014_000000000071.jpg,0,0,0.855485211615929,-0.94140625,I,0
84,other,What is the giraffe eating?,leaves,http://images.cocodataset.org/train2014/COCO_train2014_000000000072.jpg,0,0,0.7955920412448022,-0.94921875,It,0
85,other,What is on the woman's neck?,necklace,http://images.cocodataset.org/train2014/COCO_train2014_000000393290.jpg,0,0,0.8555375129283017,-0.2470703125,The,0
86,other,What item is folded up and sitting on the edge of the shower stall?,towel,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,0,0.42225137002714197,-0.98046875,I,0
87,other,What pattern is on the shower curtain?,solid,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,0,0.7471392304353154,-0.9609375,There,0
88,other,What are the colors of the countertop?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,0,0.8473256760785545,-0.203125,The,0
89,other,What is the person on the right called?,referee,http://images.cocodataset.org/train2014/COCO_train2014_000000262221.jpg,0,0,0.8469189463468859,-0.51953125,The,0
90,other,What time does the clock say?,8:00,http://images.cocodataset.org/train2014/COCO_train2014_000000000078.jpg,0,0,0.8482885223752149,-0.404296875,The,0
91,other,What is the last letter over the plane?,e,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,0,0.8427425064339354,-0.41015625,The,0
92,other,What is the number on the mailbox?,24,http://images.cocodataset.org/train2014/COCO_train2014_000000000086.jpg,0,0,0.855554316096771,-0.052001953125,The,0
93,other,What are the animals doing?,grazing,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,0,0.8476361670861539,-0.12890625,The,0
94,other,What breed of livestock is shown?,sheep,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,0,0.8574813392330005,-0.48828125,The,0
95,other,What language is the sign written in?,spanish,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,0,0,0.8546433035961539,-0.7578125,The,0
96,other,How has the cheese been prepared?,melted,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.855107456673529,-0.93359375,The,0
97,other,What is the cutting board used for in this scene?,plate,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.9019169276586687,-0.98046875,It,0
98,other,Of what meal is this kind of food typical?,lunch,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8143125174323341,-1.125,The,0
99,other,What type of food is shown?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8541721987889879,-0.12890625,The,0
100,other,What is the topping on the hot dog?,peppers,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8408167502205574,-0.640625,The,0
101,other,What topping is on the hot dog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8563057782241659,-0.89453125,The,0
102,other,What is in the small container?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8537637721271694,-0.287109375,The,0
103,other,What are the components of this dish?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8543132360926828,-0.12451171875,The,0
104,other,How delicious does this look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8491587318693589,-0.90625,The,0
105,other,What two vegetables are in the white bowl?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.42050974196501517,-0.6640625,I,0
106,other,What type of filling is in the dish on the bottom left?,mayonnaise,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.852463611715184,-0.79296875,I,0
107,other,What is the yellow stuff in a bowl?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.840585723867679,-0.380859375,The,0
108,other,What is the hot dog sitting on top of?,bun,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8104130039465733,-0.1796875,The,0
109,other,What are the orange things?,sweet potato fries,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8466662120045949,-0.07275390625,The,0
110,other,Are the carrots diced or cut long ways?,long ways,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8442863586472525,-0.1201171875,The,0
111,other,What is in the cup?,mayo,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.847640583603153,-0.330078125,The,0
112,other,What is the orange root called?,sweet potato,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.40773305884095873,-0.8046875,I,0
113,other,What is the blackened meat on the bread?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8088813788364065,-0.546875,The,0
114,other,What is on the sandwich?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8466033124086072,-0.625,The,0
115,other,What animal is on the plate?,pig,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.7460618713835113,-0.77734375,There,0
116,other,What is on the hotdog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8550959953545832,-0.75390625,The,0
117,other,What two vegetables can be seen on the pizza?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.42953904300705054,-0.142578125,There,0
118,other,What condiment is on the potatoes?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.40081062787700406,-0.7421875,I,0
119,other,What sauces are shown?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8556533227154591,-0.8125,I,0
120,other,What is mainly featured?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.9256631327328563,-0.27734375,The,0
121,other,What is the pattern on the vase?,floral,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg,0,0,0.8553403037873337,-0.4765625,The,0
122,other,What is the primary color of the bathroom?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,0,0.8462449776134837,-0.1201171875,The,0
123,other,What is printed on the orange sign?,pizza,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,0,0.8525314721583819,-1.1328125,The,0
124,other,What is the name of the hotel?,peace way,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,0,0.8516892617423671,-0.302734375,The,0
125,other,What mode of transportation is pictured?,car,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,0,0.8549812977738974,-0.85546875,The,0
126,other,What airline is this?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.9252209735157065,-0.76171875,The,0
127,other,The plane's stand resembles what letter?,a,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8546775574217965,-0.546875,The,0
128,other,What type of plane is this?,cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.857209790788181,-0.94921875,The,0
129,other,What is written on the picture?,dutchsimba,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8545736584008295,-0.314453125,The,0
130,other,What shipping company is represented in the scene?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8433762130997633,-0.515625,The,0
131,other,What airline is this plane from?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8562583706018304,-0.83203125,The,0
132,other,How does the man get down from the machine?,stairs,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8130792845547428,-0.2373046875,The,0
133,other,What is the picture of on wall?,abstract,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,0,0.4220048348156905,-0.83203125,I,0
134,other,What is on the carpet?,rug,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,0,0.839393916949893,-0.57421875,The,0
135,other,What are the ladies doing?,texting,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg,0,0,0.8425745979466157,-0.470703125,The,0
136,other,What is written on the street?,nothing,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.8547526820089489,-0.70703125,The,0
137,other,Urban or suburban?,urban,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.9230792942359974,-0.375,The,0
138,other,What type of vehicle is on the left?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.8357374367558335,-0.53515625,The,0
139,other,What is being held green?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.4251584834169443,-0.79296875,I,0
140,other,What time of day is it?,afternoon,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.4039166565227704,-0.53515625,It,0
141,other,What country name is written as the highest word on the bus?,guatemala,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg,0,0,0.7986043696078055,-0.32421875,The,0
142,other,What is the skier standing on?,skis,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,0,0.8580214450953725,-0.10693359375,The,0
143,other,What is the person doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,0,0.8524291503354021,-0.0771484375,The,0
144,other,What infrastructure would one drive on to go perpendicular to the water?,boat,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg,0,0,0.7972231203962961,-1.1015625,The,0
145,other,What pizza topping is this?,cheese,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,0,0.3999544668803992,-0.90234375,It,0
146,other,What is in the vase next to the flowers?,paper,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,0,0.421797882908423,-1.0078125,I,0
147,other,Are these flowers real or silk?,real,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,0,0.855664263382326,-0.8203125,The,0
148,other,England's Queen mother and these blooms share what syllable?,sun,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,0,0.9085402853176965,-0.8046875,The,0
149,other,What emblem is on the cake?,words,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,0,0.42144970118371744,-0.68359375,I,0
150,other,Are they outside or in?,inside,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,0,0.4136208304455653,-1.0703125,I,0
151,other,What are the initials on the cake?,md,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,0,0.40855028437864127,-0.6328125,I,0
152,other,What utensil is in the pan?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,0,0.8550250324376254,-1.0234375,The,0
153,other,What is the red vegetable in the clear dish?,tomato,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,0,0.7939450496529598,-0.93359375,The,0
154,other,What tree is on the left?,evergreen,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.40793034948963086,-0.5,I,0
155,other,What is the material right around the clock?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.8481128721683653,-0.9453125,The,0
156,other,How tall is this building?,100 feet,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.37966532345156356,-0.671875,It,0
157,other,What materials are on the roof?,shingles,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.8550698391129987,-0.6640625,The,0
158,other,What is in gold at the top of the building?,clock,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.8562162433822038,-0.8359375,I,0
159,other,What are on both side of the building?,trees,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.41137791476714686,-0.9140625,I,0
160,other,What is around the tree?,building,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.40425155262362156,-0.69921875,I,0
161,other,What is the woman doing in this photo?,petting sheep,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,0,0.8458465889686336,-0.392578125,The,0
162,other,What are the sheep standing on?,hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,0,0.8571774035227891,-0.052001953125,The,0
163,other,What is the woman feeding the animal?,hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,0,0.8543549505007083,-0.6640625,The,0
164,other,What type of silverware is on the plates?,knife and spoon,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,0,0,0.43253197536764043,-0.703125,There,0
165,other,What is the man holding in his left hand?,ski pole,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,0,0.8268966207662728,-0.34765625,The,0
166,other,What is the color of the zipper?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,0,0.4165106354080855,-0.90625,I,0
167,other,Are the boots a solid color or patterned?,patterned,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,0,0.8273354293755251,-0.427734375,The,0
168,other,What are the people doing in the street?,walking,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,0,0.841181670880224,-0.1796875,The,0
169,other,What is floating near the bird?,ice,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,0,0.40602625563255657,-0.53515625,I,0
170,other,What brand of soda is advertised?,pepsi,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.8561300710460606,-0.392578125,The,0
171,other,What Mexican food restaurant chain is advertised?,del taco,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.8590175549557988,-0.828125,I,0
172,other,How is the turnout?,good,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.8495484834537388,-0.734375,The,0
173,other,What is the large sculpture next to the oversized cola bottle?,building,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.44032422839307006,-0.05615234375,There,0
174,other,What time is it?,1:50,http://images.cocodataset.org/train2014/COCO_train2014_000000000138.jpg,0,0,0.9530604910526378,-0.5703125,The,0
175,other,What continent might this be?,africa,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,0,0,0.8566292177938525,-0.890625,The,0
176,other,What type of fruit is on the plate?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,0,0,0.8478658248597829,-0.45703125,The,0
177,other,What is in the blue chair?,teddy bears,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,0,0.4498709560780931,-1.203125,I,0
178,other,What type of footwear is the person wearing?,socks,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,0,0.837981223137906,-0.035888671875,The,0
179,other,What are the animals doing?,eating,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,0,0,0.8490040972988482,-0.12451171875,The,0
180,other,What type of animal is in the picture?,giraffe,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,0,0,0.8456900806576589,-0.1201171875,The,0
181,other,What does the front of the bus say at the top?,special,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,0,0,0.7831770602626023,-0.36328125,The,0
