image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count
58,other,Is this an indoor or outdoor photo?,outdoor,http://images.cocodataset.org/train2014/COCO_train2014_000000524325.jpg,0,0,0.9287161573839539,-0.5078125,The,0
59,other,What's missing from this hot dog?,mustard,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,0,0,0.857555726294182,-0.6484375,The,0
60,other,What is the hog dog sitting on?,bun,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,0,0,0.8574853745669943,-0.54296875,The,0
61,other,What is the sky full of?,clouds,http://images.cocodataset.org/train2014/COCO_train2014_000000262184.jpg,0,0,0.8593991002429774,-0.341796875,The,0
62,other,What is the color of the carpet?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000131113.jpg,0,0,0.8604593362503421,-0.2421875,The,0
63,other,What shape are the windows on the side of the plane?,square,http://images.cocodataset.org/train2014/COCO_train2014_000000262187.jpg,0,0,0.7905674183952712,-0.30859375,The,0
64,other,What is the website on the sign?,wmatacom,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,0,0.9254391675281264,-0.1474609375,The,0
65,other,What is the bear called?,teddy,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,0,0.8574387608329265,-0.439453125,The,0
66,other,What type of tree is the man standing next to?,elm,http://images.cocodataset.org/train2014/COCO_train2014_000000524338.jpg,0,0,0.8581755760732334,-0.83984375,I,0
67,other,What pattern is on the pants?,stripes,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,0,0.8572100627770419,-0.111328125,The,0
68,other,What sport is this person playing?,baseball,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,0,0.8583896299290831,-0.08544921875,The,0
69,other,What is the position of the player behind the batter called?,catcher,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,0,0.9125210858681446,-0.00787353515625,The,0
70,other,What are they drinking?,beer,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,0,0.9268185824690077,-0.88671875,I,0
71,other,What brand of beer is visible?,sierra nevada,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,0,0.4094287307321052,-0.421875,I,0
72,other,What logo is on the man's shirt?,nike,http://images.cocodataset.org/train2014/COCO_train2014_000000131127.jpg,0,0,0.8462362959546916,-0.421875,The,0
73,other,What direction is the bird looking?,right,http://images.cocodataset.org/train2014/COCO_train2014_000000262201.jpg,0,0,0.9238399363376528,-1.0234375,It,0
74,other,What time of day is it?,morning,http://images.cocodataset.org/train2014/COCO_train2014_000000370986.jpg,0,0,0.6689226843280376,-0.6171875,It,0
75,other,What type of plane is this?,propeller,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,0,0,0.8594544666510949,-0.451171875,The,0
76,other,What is in the picture?,clock,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,0,0.8456328758114663,-0.341796875,The,0
77,other,What time is the clock showing?,6:10,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,0,0.854603842343537,-0.49609375,The,0
78,other,What are the vases sitting on?,table,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,0,0.8581188490985364,-0.298828125,The,0
79,other,What is the table made of?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,0,0.8576077011759704,-0.640625,The,0
80,other,What is the green stuff on this pizza?,spinach,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,0,0,0.850072150828541,-0.451171875,The,0
81,other,Is it thick or thin crust?,thick,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,0,0,0.8592503329887056,-0.6484375,The,0
82,other,What is the orange thing?,bag,http://images.cocodataset.org/train2014/COCO_train2014_000000393286.jpg,0,0,0.8443174737186104,-0.451171875,The,0
83,other,Is this train headed towards or from the orange building?,from,http://images.cocodataset.org/train2014/COCO_train2014_000000000071.jpg,0,0,0.8553920264161672,-0.94140625,I,0
84,other,What is the giraffe eating?,leaves,http://images.cocodataset.org/train2014/COCO_train2014_000000000072.jpg,0,0,0.7433837752232111,-0.94921875,It,0
85,other,What is on the woman's neck?,necklace,http://images.cocodataset.org/train2014/COCO_train2014_000000393290.jpg,0,0,0.855337535825556,-0.2470703125,The,0
86,other,What item is folded up and sitting on the edge of the shower stall?,towel,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,0,0.42686869215823187,-0.98046875,I,0
87,other,What pattern is on the shower curtain?,solid,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,0,0.7473630462054617,-0.9609375,There,0
88,other,What are the colors of the countertop?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,0,0.8503646707203475,-0.203125,The,0
89,other,What is the person on the right called?,referee,http://images.cocodataset.org/train2014/COCO_train2014_000000262221.jpg,0,0,0.8470661647234682,-0.51953125,The,0
90,other,What time does the clock say?,8:00,http://images.cocodataset.org/train2014/COCO_train2014_000000000078.jpg,0,0,0.8520476141612326,-0.404296875,The,0
91,other,What is the last letter over the plane?,e,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,0,0.8433905060818061,-0.41015625,The,0
92,other,What is the number on the mailbox?,24,http://images.cocodataset.org/train2014/COCO_train2014_000000000086.jpg,0,0,0.8562062239733667,-0.052001953125,The,0
93,other,What are the animals doing?,grazing,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,0,0.8503088449725208,-0.12890625,The,0
94,other,What breed of livestock is shown?,sheep,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,0,0.8577269504387386,-0.48828125,The,0
95,other,What language is the sign written in?,spanish,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,0,0,0.8554878887614279,-0.7578125,The,0
96,other,How has the cheese been prepared?,melted,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8560674520484419,-0.93359375,The,0
97,other,What is the cutting board used for in this scene?,plate,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8835581559688617,-0.98046875,It,0
98,other,Of what meal is this kind of food typical?,lunch,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8163555953247236,-1.125,The,0
99,other,What type of food is shown?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.855114363586678,-0.12890625,The,0
100,other,What is the topping on the hot dog?,peppers,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8414871880046183,-0.640625,The,0
101,other,What topping is on the hot dog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8573059196451468,-0.89453125,The,0
102,other,What is in the small container?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8546374832400918,-0.287109375,The,0
103,other,What are the components of this dish?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8553318126613412,-0.12451171875,The,0
104,other,How delicious does this look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8508697009253103,-0.90625,The,0
105,other,What two vegetables are in the white bowl?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.4219185381662712,-0.6640625,I,0
106,other,What type of filling is in the dish on the bottom left?,mayonnaise,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8524267810153839,-0.79296875,I,0
107,other,What is the yellow stuff in a bowl?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8419448348349954,-0.380859375,The,0
108,other,What is the hot dog sitting on top of?,bun,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8124387191785182,-0.1796875,The,0
109,other,What are the orange things?,sweet potato fries,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8476055774952176,-0.07275390625,The,0
110,other,Are the carrots diced or cut long ways?,long ways,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8450392409334948,-0.1201171875,The,0
111,other,What is in the cup?,mayo,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8481336906809113,-0.330078125,The,0
112,other,What is the orange root called?,sweet potato,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.41932054207702196,-0.8046875,I,0
113,other,What is the blackened meat on the bread?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8109105631183897,-0.546875,The,0
114,other,What is on the sandwich?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8470472694346188,-0.625,The,0
115,other,What animal is on the plate?,pig,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.746504608566912,-0.77734375,There,0
116,other,What is on the hotdog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8557348208216922,-0.75390625,The,0
117,other,What two vegetables can be seen on the pizza?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.5675772792132204,-0.142578125,There,0
118,other,What condiment is on the potatoes?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.4016653020957414,-0.7421875,I,0
119,other,What sauces are shown?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.8556037703780662,-0.8125,I,0
120,other,What is mainly featured?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,0,0.9256805529102992,-0.27734375,The,0
121,other,What is the pattern on the vase?,floral,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg,0,0,0.8564169152433442,-0.4765625,The,0
122,other,What is the primary color of the bathroom?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,0,0.84851693860911,-0.1201171875,The,0
123,other,What is printed on the orange sign?,pizza,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,0,0.8538792487438733,-1.1328125,The,0
124,other,What is the name of the hotel?,peace way,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,0,0.85281236956446,-0.302734375,The,0
125,other,What mode of transportation is pictured?,car,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,0,0.854827426134141,-0.85546875,The,0
126,other,What airline is this?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.925143829287045,-0.76171875,The,0
127,other,The plane's stand resembles what letter?,a,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.85651064416273,-0.546875,The,0
128,other,What type of plane is this?,cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8589163080664692,-0.94921875,The,0
129,other,What is written on the picture?,dutchsimba,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8563772834790317,-0.314453125,The,0
130,other,What shipping company is represented in the scene?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8458051330271085,-0.515625,The,0
131,other,What airline is this plane from?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8581057553179983,-0.83203125,The,0
132,other,How does the man get down from the machine?,stairs,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,0,0.8174894832065033,-0.2373046875,The,0
133,other,What is the picture of on wall?,abstract,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,0,0.4155157751832378,-0.83203125,I,0
134,other,What is on the carpet?,rug,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,0,0.8420188442671592,-0.57421875,The,0
135,other,What are the ladies doing?,texting,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg,0,0,0.8444755802329258,-0.470703125,The,0
136,other,What is written on the street?,nothing,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.8553271681235703,-0.70703125,The,0
137,other,Urban or suburban?,urban,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.9229336051505315,-0.375,The,0
138,other,What type of vehicle is on the left?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.8384560305541328,-0.53515625,The,0
139,other,What is being held green?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.42677333993499106,-0.79296875,I,0
140,other,What time of day is it?,afternoon,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,0,0.5680483072687568,-0.53515625,It,0
141,other,What country name is written as the highest word on the bus?,guatemala,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg,0,0,0.8025597896033513,-0.32421875,The,0
142,other,What is the skier standing on?,skis,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,0,0.8577906540290006,-0.10693359375,The,0
143,other,What is the person doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,0,0.8536361250115765,-0.0771484375,The,0
144,other,What infrastructure would one drive on to go perpendicular to the water?,boat,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg,0,0,0.799431610765291,-1.1015625,The,0
145,other,What pizza topping is this?,cheese,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,0,0.5415539970242946,-0.90234375,It,0
146,other,What is in the vase next to the flowers?,paper,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,0,0.45064656769497524,-1.0078125,I,0
147,other,Are these flowers real or silk?,real,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,0,0.8552865557781768,-0.8203125,The,0
148,other,England's Queen mother and these blooms share what syllable?,sun,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,0,0.9083839607528196,-0.8046875,The,0
149,other,What emblem is on the cake?,words,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,0,0.42285187165414295,-0.68359375,I,0
150,other,Are they outside or in?,inside,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,0,0.4154675747663212,-1.0703125,I,0
151,other,What are the initials on the cake?,md,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,0,0.41038715730743575,-0.6328125,I,0
152,other,What utensil is in the pan?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,0,0.8556665270239291,-1.0234375,The,0
153,other,What is the red vegetable in the clear dish?,tomato,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,0,0.7965383027004795,-0.93359375,The,0
154,other,What tree is on the left?,evergreen,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.41680267225155104,-0.5,I,0
155,other,What is the material right around the clock?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.8497878222954991,-0.9453125,The,0
156,other,How tall is this building?,100 feet,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.5580742489751974,-0.671875,It,0
157,other,What materials are on the roof?,shingles,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.8561375914971442,-0.6640625,The,0
158,other,What is in gold at the top of the building?,clock,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.8565933382531578,-0.8359375,I,0
159,other,What are on both side of the building?,trees,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.41251028225290937,-0.9140625,I,0
160,other,What is around the tree?,building,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,0,0.41558058626781874,-0.69921875,I,0
161,other,What is the woman doing in this photo?,petting sheep,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,0,0.8473735433019953,-0.392578125,The,0
162,other,What are the sheep standing on?,hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,0,0.8579514296036167,-0.052001953125,The,0
163,other,What is the woman feeding the animal?,hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,0,0.8555605680832676,-0.6640625,The,0
164,other,What type of silverware is on the plates?,knife and spoon,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,0,0,0.5660201121006658,-0.703125,There,0
165,other,What is the man holding in his left hand?,ski pole,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,0,0.8285797666245529,-0.34765625,The,0
166,other,What is the color of the zipper?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,0,0.41781009947184516,-0.90625,I,0
167,other,Are the boots a solid color or patterned?,patterned,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,0,0.8292964174705201,-0.427734375,The,0
168,other,What are the people doing in the street?,walking,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,0,0.8420167902914533,-0.1796875,The,0
169,other,What is floating near the bird?,ice,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,0,0.4081332302460628,-0.53515625,I,0
170,other,What brand of soda is advertised?,pepsi,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.8569665590727792,-0.392578125,The,0
171,other,What Mexican food restaurant chain is advertised?,del taco,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.8589267100182058,-0.828125,I,0
172,other,How is the turnout?,good,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.8504098555647295,-0.734375,The,0
173,other,What is the large sculpture next to the oversized cola bottle?,building,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,0,0.5284966412935085,-0.05615234375,There,0
174,other,What time is it?,1:50,http://images.cocodataset.org/train2014/COCO_train2014_000000000138.jpg,0,0,0.9530879175752333,-0.5703125,The,0
175,other,What continent might this be?,africa,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,0,0,0.857482871151689,-0.890625,The,0
176,other,What type of fruit is on the plate?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,0,0,0.8480427545362276,-0.45703125,The,0
177,other,What is in the blue chair?,teddy bears,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,0,0.4524493443121916,-1.203125,I,0
178,other,What type of footwear is the person wearing?,socks,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,0,0.8387333730489819,-0.035888671875,The,0
179,other,What are the animals doing?,eating,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,0,0,0.8503252039044867,-0.12451171875,The,0
180,other,What type of animal is in the picture?,giraffe,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,0,0,0.847154337855556,-0.1201171875,The,0
181,other,What does the front of the bus say at the top?,special,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,0,0,0.7885683228790359,-0.36328125,The,0
