image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy
62,other,What is the color of the carpet?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000131113.jpg,1,123,0.5259099965169745,-0.76171875,brown,1,18.0,0.0991360619532901,0.8527924884900404,,,,,,,,,,,,,,,,,,,,,,,,
63,other,What shape are the windows on the side of the plane?,square,http://images.cocodataset.org/train2014/COCO_train2014_000000262187.jpg,0,104,0.39054125023221387,-1.5546875,rectangle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,other,What is the website on the sign?,wmatacom,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,108,0.2944272006888352,-0.9765625,w,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,other,What is the bear called?,teddy,http://images.cocodataset.org/train2014/COCO_train2014_000000262191.jpg,0,101,0.8966856894423174,-0.2421875,teddy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,other,What type of tree is the man standing next to?,elm,http://images.cocodataset.org/train2014/COCO_train2014_000000524338.jpg,0,81,0.5058202813557234,-0.9921875,oak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,other,What pattern is on the pants?,stripes,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,36,0.312895413387531,-1.1171875,stri,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,other,What sport is this person playing?,baseball,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,1,114,0.482293772402959,-0.10693359375,baseball,1,16.0,0.10728149675549696,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,
69,other,What is the position of the player behind the batter called?,catcher,http://images.cocodataset.org/train2014/COCO_train2014_000000213863.jpg,0,111,0.40795418179535275,-0.1376953125,catcher,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,other,What are they drinking?,beer,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,119,0.4242642332905711,-0.267578125,beer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,other,What brand of beer is visible?,sierra nevada,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,60,0.9943118589920759,-1.328125,bud,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,other,What logo is on the man's shirt?,nike,http://images.cocodataset.org/train2014/COCO_train2014_000000131127.jpg,0,125,0.5645740263746014,-0.5,nike,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,other,What direction is the bird looking?,right,http://images.cocodataset.org/train2014/COCO_train2014_000000262201.jpg,0,48,0.42564429110040103,-1.078125,right,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,other,What time of day is it?,morning,http://images.cocodataset.org/train2014/COCO_train2014_000000370986.jpg,0,156,0.536022222745619,-1.25,afternoon,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,other,What type of plane is this?,propeller,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,1,51,0.9454489835943538,-1.6796875,prop,1,18.0,0.026759025829721624,0.872009434056298,,,,,,,,,,,,,,,,,,,,,,,,
76,other,What is in the picture?,clock,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,120,0.4109481213313807,-0.1611328125,clock,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,other,What time is the clock showing?,6:10,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,88,0.37656393960269097,-1.109375,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,other,What are the vases sitting on?,table,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,1,98,0.2432488207745375,-0.91015625,table,1,22.0,0.17594674930239515,0.8563255534369274,,,,,,,,,,,,,,,,,,,,,,,,
79,other,What is the table made of?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,97,0.37545360059893146,-0.142578125,wood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,other,What is the green stuff on this pizza?,spinach,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,1,88,0.4072888316850115,-0.8125,spin,1,17.0,0.17578340296503314,0.8409160494198367,,,,,,,,,,,,,,,,,,,,,,,,
81,other,Is it thick or thin crust?,thick,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,1,137,0.5333881224074077,-0.212890625,thick,1,15.0,0.06659724558951546,0.9018972358711528,,,,,,,,,,,,,,,,,,,,,,,,
82,other,What is the orange thing?,bag,http://images.cocodataset.org/train2014/COCO_train2014_000000393286.jpg,0,83,0.4269575913913206,-0.93359375,bag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,other,Is this train headed towards or from the orange building?,from,http://images.cocodataset.org/train2014/COCO_train2014_000000000071.jpg,0,147,0.5463264885241296,-0.80078125,from,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,other,What is the giraffe eating?,leaves,http://images.cocodataset.org/train2014/COCO_train2014_000000000072.jpg,0,98,0.3252306673883378,-0.421875,leaves,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,other,What is on the woman's neck?,necklace,http://images.cocodataset.org/train2014/COCO_train2014_000000393290.jpg,1,111,0.5278126596098452,-0.2080078125,neck,1,15.0,0.11752254176458596,0.8024677973715656,,,,,,,,,,,,,,,,,,,,,,,,
86,other,What item is folded up and sitting on the edge of the shower stall?,towel,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,70,0.35577288275624364,-0.2373046875,to,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,other,What pattern is on the shower curtain?,solid,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,124,0.42614587512801166,-0.671875,solid,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,other,What are the colors of the countertop?,brown,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,118,0.44424667354915254,-0.43359375,brown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,other,What is the person on the right called?,referee,http://images.cocodataset.org/train2014/COCO_train2014_000000262221.jpg,0,45,0.34378181866041896,-1.0546875,ump,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,other,What time does the clock say?,8:00,http://images.cocodataset.org/train2014/COCO_train2014_000000000078.jpg,0,23,0.1250018744074128,-0.462890625,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,other,What is the last letter over the plane?,e,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,39,0.18273367122919057,-1.0546875,e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,other,What is the number on the mailbox?,24,http://images.cocodataset.org/train2014/COCO_train2014_000000000086.jpg,2,124,0.9831685585863095,-0.59765625,3,2,20.0,0.012082652390048272,0.858672711073255,17.0,0.009795780789626842,,,,,0.9603948809345497,,,,,,,,,,,,,,,,,
93,other,What are the animals doing?,grazing,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,1,47,0.3248582914277832,-0.5703125,gra,1,16.0,0.21430837774010314,0.954434002924965,,,,,,,,,,,,,,,,,,,,,,,,
94,other,What breed of livestock is shown?,sheep,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,1,117,0.4696451725522834,-0.2578125,sheep,1,16.0,0.12801125322276968,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,
95,other,What language is the sign written in?,spanish,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,1,103,0.9900099436899905,-1.78125,turkish,1,18.0,0.013948198265585302,0.8527924884900406,,,,,,,,,,,,,,,,,,,,,,,,
96,other,How has the cheese been prepared?,melted,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,104,0.42381035294719493,-1.0703125,mel,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,other,What is the cutting board used for in this scene?,plate,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,62,0.38875218865909156,-1.40625,plate,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,other,Of what meal is this kind of food typical?,lunch,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,137,0.6704515302182533,-0.51953125,lunch,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,other,What type of food is shown?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,114,0.4898840660569075,-0.72265625,hot,1,16.0,0.06568128234025343,0.9414280318460244,,,,,,,,,,,,,,,,,,,,,,,,
100,other,What is the topping on the hot dog?,peppers,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,110,0.46262795261815515,-0.6328125,on,1,16.0,0.09599318526311673,0.5435644431995964,,,,,,,,,,,,,,,,,,,,,,,,
101,other,What topping is on the hot dog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,120,0.5206904315722667,-0.69140625,on,1,18.0,0.0631918079693747,0.9206250851407773,,,,,,,,,,,,,,,,,,,,,,,,
102,other,What is in the small container?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,120,0.48210424061327944,-0.89453125,butter,1,18.0,0.0756275685626661,0.9388201415867106,,,,,,,,,,,,,,,,,,,,,,,,
103,other,What are the components of this dish?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,100,0.4936202043655614,-0.51953125,hot,1,15.0,0.08921518423478239,0.9018972358711528,,,,,,,,,,,,,,,,,,,,,,,,
104,other,How delicious does this look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,84,0.47623703691857827,-0.65625,very,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,other,What two vegetables are in the white bowl?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,138,0.5041735632985855,-1.2265625,on,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,other,What type of filling is in the dish on the bottom left?,mayonnaise,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,3,110,0.5459569539073236,-1.7734375,butter,3,17.0,0.04814124250837623,0.9967828263127351,15.0,0.08872252811042543,15.0,0.05236999262803113,,,0.7835807040488099,0.9877812438119247,,,,,,,,,,,,,,,,
107,other,What is the yellow stuff in a bowl?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,2,130,0.5087973474625017,-0.76171875,butter,2,21.0,0.06523671334658888,0.9314107237997671,15.0,0.05577902183244035,,,,,0.9500685975366211,,,,,,,,,,,,,,,,,
108,other,What is the hot dog sitting on top of?,bun,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,110,0.38408001341566045,-0.546875,bun,1,15.0,0.18287615006313235,0.7835807040488099,,,,,,,,,,,,,,,,,,,,,,,,
109,other,What are the orange things?,sweet potato fries,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,54,0.43619131562379354,-0.43359375,fries,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,other,Are the carrots diced or cut long ways?,long ways,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,2,122,0.6179631663101792,-0.57421875,cut,2,34.0,0.025388460157430428,0.9503435562077922,16.0,0.04210647444870196,,,,,1.0,,,,,,,,,,,,,,,,,
111,other,What is in the cup?,mayo,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,114,0.43141888743153817,-0.71875,butter,1,18.0,0.11353421615574343,0.8588801260706667,,,,,,,,,,,,,,,,,,,,,,,,
112,other,What is the orange root called?,sweet potato,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,143,0.7746609755873127,-1.28125,sweet,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,other,What is the blackened meat on the bread?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,129,0.5190801005988133,-1.46875,hot,1,16.0,0.05678240139268545,0.9414280318460245,,,,,,,,,,,,,,,,,,,,,,,,
114,other,What is on the sandwich?,hot dog,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,128,0.40917407031505376,-1.25,on,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,other,What animal is on the plate?,pig,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,79,0.715122316057937,-1.328125,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,other,What is on the hotdog?,onions,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,121,0.4257961675135305,-0.5,on,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,other,What two vegetables can be seen on the pizza?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,137,0.4366422475626131,-1.5,on,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,other,What condiment is on the potatoes?,butter,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,96,0.8501509563222593,-1.09375,pars,1,16.0,0.0403410705337445,0.8957541375001011,,,,,,,,,,,,,,,,,,,,,,,,
