image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_10_entropy,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_13_n_points,cluster_13_avg_strength,cluster_14_n_points,cluster_14_avg_strength,cluster_15_n_points,cluster_15_avg_strength,cluster_12_entropy,cluster_13_entropy,cluster_14_entropy,cluster_15_entropy
10,object identification,What is this cake made with?,chocolate,http://images.cocodataset.org/train2014/COCO_train2014_000000393445.jpg,16,207,0.9900304676321959,-0.12224200367927551,Ch,16,15.0,0.0021305489275051047,16.0,0.0021310839353687345,22.0,0.0021300087731061473,0.9967916319816366,0.9886994082884974,0.998145975216737,23.0,0.002125381840216635,36.0,0.002127449378022549,15.0,0.002124679579600421,39.0,0.0021245194078449298,15.0,0.002123629010549162,19.0,0.0021277932096126165,28.0,0.0021251359033797124,0.962336684315086,0.9801070035498417,0.9018972358711528,0.951458859702162,0.9877812438119247,0.9617367430790453,0.9793314350053132,18.0,0.0021215358539175295,44.0,0.0021244808551121883,0.977342973473178,0.9890169567976743,28.0,0.002128894993518727,61.0,0.002126301183132651,20.0,0.0021285924312999236,15.0,0.00213034808339981,0.9926140680171256,0.9922734210466266,0.9976834773764092,0.9967916319816366
11,object identification,What is this person doing?,snowboarding,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,6,257,0.9979080787389971,-0.8340779542922974,The,6,16.0,0.002245258184664111,18.0,0.0022066146418583694,13.0,0.0021560990592806683,0.8348683589017412,0.9206250851407773,0.9629470156266078,16.0,0.002385309046153661,76.0,0.0021756109123375043,17.0,0.0021729099882474585,,,,,,,,,0.954434002924965,0.9743055647397372,0.9519839065438831,,,,,,,,,,,,,,,,,,,,,,
12,other,What position is this man playing?,pitcher,http://images.cocodataset.org/train2014/COCO_train2014_000000458752.jpg,2,334,0.9992362273231885,-0.11920883506536484,P,2,16.0,0.0020783974191206727,108.0,0.001973331408311941,,,0.9886994082884974,0.9786100198666824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,other,What is the person doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,7,216,0.969767423183157,-0.7267114520072937,The,7,15.0,0.004091966242273652,169.0,0.00414718820056997,15.0,0.003701588827171078,0.9018972358711528,0.9765988475307493,0.9147366491799204,17.0,0.004271594642517064,10.0,0.003907387170719435,24.0,0.0042755763363283425,27.0,0.004097851243272804,,,,,,,0.9360847109776411,0.9709505944546686,0.9608948553419607,0.9628962824334484,,,,,,,,,,,,,,,,,,,,,
14,other,What is in the person's hand?,frisbee,http://images.cocodataset.org/train2014/COCO_train2014_000000524291.jpg,7,185,0.9991527334694486,-1.6356706619262695,A,7,18.0,0.0018922973481155488,77.0,0.001895980659809559,33.0,0.0019101524900675315,0.9625632797054147,0.9616727359740207,0.935751622076895,46.0,0.0018786091943599696,23.0,0.001872790345181219,15.0,0.0018923712537392066,28.0,0.0019233079214680514,,,,,,,0.9570341958002475,0.980040917459082,0.9877812438119247,0.9432081995853318,,,,,,,,,,,,,,,,,,,,,
15,other,Is the dog looking at a tennis ball or frisbee?,frisbee,http://images.cocodataset.org/train2014/COCO_train2014_000000524291.jpg,6,222,0.9987332696977261,-0.9495864510536194,F,6,20.0,0.0026936728888512134,16.0,0.002268621240588536,16.0,0.00224283358003145,0.8927376486136671,0.9886085007312413,0.9618974703476992,24.0,0.0021078088440787865,18.0,0.002390250005509599,25.0,0.0024517067134426354,,,,,,,,,0.9677023894542703,0.977342973473178,0.9293334771441444,,,,,,,,,,,,,,,,,,,,,,
16,other,What is the white streak?,contrail,http://images.cocodataset.org/train2014/COCO_train2014_000000393221.jpg,4,202,0.9709198911132441,-1.6712605953216553,Jet,4,61.0,0.004288642451777682,47.0,0.005805249908107273,21.0,0.004093861168329287,0.9623406385083462,0.9319214404688005,0.9574423384582357,17.0,0.0037182031656148844,,,,,,,,,,,,,0.9844171139677748,,,,,,,,,,,,,,,,,,,,,,,,
17,other,What is the child doing?,brushing teeth,http://images.cocodataset.org/train2014/COCO_train2014_000000393223.jpg,8,232,0.9703528333842723,-0.590377688407898,The,8,15.0,0.004626096675530786,24.0,0.0040416816377137205,15.0,0.0035949322259783132,0.9182958340544896,0.9478440781021911,0.9446232142545791,20.0,0.004038988618903341,22.0,0.0034637653112338106,17.0,0.0037797906528739193,26.0,0.0038127517573244333,18.0,0.004113013449289632,,,,,0.8862106770924657,0.995226686335856,0.9664022887695614,0.9772810666478724,0.9758159039662214,,,,,,,,,,,,,,,,,,,,
18,other,What is the business man doing in the picture?,frowning,http://images.cocodataset.org/train2014/COCO_train2014_000000393224.jpg,1,313,0.9632165963782111,-0.8655480146408081,The,1,16.0,0.005154054602645117,,,,,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,other,What is the man riding on?,motorcycle,http://images.cocodataset.org/train2014/COCO_train2014_000000131084.jpg,3,323,0.998368787674423,-0.5844169855117798,D,3,19.0,0.002019137577341284,50.0,0.0019677044150769405,16.0,0.0019716518715025095,0.8614856395892379,0.9739525155525032,0.9414280318460244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,other,What is on the pillow?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000131074.jpg,12,182,0.9927974199840832,-1.9065357446670532,P,12,42.0,0.0021608698348136645,19.0,0.0021603249233730316,17.0,0.0021250357757785767,0.9704289733928858,0.9649618403823442,0.9963890537299694,41.0,0.0021396011046540563,15.0,0.0021395993774676074,55.0,0.0021420828155866074,64.0,0.0021783409340371627,31.0,0.0021396362066105064,16.0,0.0021445692056660933,16.0,0.002146060396739847,0.9708292219467962,1.0,0.966961030482958,0.9798455994876145,0.9639368784721676,0.9965119062478288,0.9755307720176266,25.0,0.002155138646921752,19.0,0.0021633843579357943,0.9249688113716502,0.9649618403823442,,,,,,,,,,,,
21,other,What is sitting on the bench?,purse,http://images.cocodataset.org/train2014/COCO_train2014_000000131074.jpg,1,259,0.9654213904215933,-0.8452702760696411,Pur,1,66.0,0.005948829281076248,,,,,0.9712547222198278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,other,What is the man doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,6,243,0.9720555499457189,-0.6940596699714661,The,6,27.0,0.003968086892609914,15.0,0.003664941040198081,102.0,0.00393295246363953,0.9713833059551538,0.9877812438119247,0.9593618953296014,33.0,0.003530899527389512,38.0,0.004525977752112047,26.0,0.003753582721218537,,,,,,,,,0.9589820050858436,0.947378362662049,0.9934151417289491,,,,,,,,,,,,,,,,,,,,,,
23,other,What is the person wearing?,skis,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,7,245,0.9896690394883372,-1.377563714981079,Jack,7,36.0,0.0024558346813052263,31.0,0.0024906518039037985,35.0,0.0024817810736653297,0.9878478722880275,0.9988484059288695,1.0,31.0,0.002450824313626493,18.0,0.0024683860978689433,49.0,0.002426415329733311,24.0,0.002468160072633311,,,,,,,0.9752821930624083,0.9915323997298832,0.9916366011138967,0.9119543649294083,,,,,,,,,,,,,,,,,,,,,
24,other,What is she holding?,poles,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,7,257,0.9961177550396126,-0.45861849188804626,Ski,7,15.0,0.001916995632562296,9.0,0.0019214187507123376,15.0,0.0019183471619940056,0.9602297178607612,0.7642045065086203,0.9877812438119247,16.0,0.0019254457851147965,37.0,0.0019425418146169474,15.0,0.0018965441533099095,15.0,0.001898266760397487,,,,,,,0.9463946303571862,0.9169268845124823,0.9859247724121322,0.9718495448242642,,,,,,,,,,,,,,,,,,,,,
25,other,What is the dog riding on?,surfboard,http://images.cocodataset.org/train2014/COCO_train2014_000000131087.jpg,6,255,0.9993325457613165,-0.04244949296116829,Sur,6,21.0,0.0018730529210591153,43.0,0.0018644932318927394,42.0,0.0018585226424568853,0.9566859396996199,0.9711745802173626,0.9815981206962964,23.0,0.0018639848974019468,17.0,0.0018580111199846428,23.0,0.0018839311232709528,,,,,,,,,0.915534002989933,0.9507532012507529,0.941022554068431,,,,,,,,,,,,,,,,,,,,,,
26,other,What is in the water?,dog,http://images.cocodataset.org/train2014/COCO_train2014_000000131087.jpg,4,176,0.9859345904875778,-0.39782997965812683,Sur,4,84.0,0.005379652238062577,37.0,0.004531468665703907,18.0,0.005748712982646287,0.961955956301101,0.9695362136573181,0.9081700569267038,15.0,0.004375229373067894,,,,,,,,,,,,,0.9446232142545791,,,,,,,,,,,,,,,,,,,,,,,,
27,other,"What does the green light, on the TV, indicate?",on,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,8,261,0.9901440378172883,-0.9904668927192688,The,8,20.0,0.002875760640420886,21.0,0.0030410643053398506,19.0,0.0030878048055641,0.9703227248076731,0.8751124386426175,0.922317214818483,9.0,0.0027519636774906877,5.0,0.0024307275332081033,32.0,0.0028246984836713075,52.0,0.002869030431625795,22.0,0.0028923608775215715,,,,,0.9182958340544896,0.9709505944546686,0.9587060085275527,0.951260313951381,0.9849226290193991,,,,,,,,,,,,,,,,,,,,
28,other,What room of the house is this?,office,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,5,132,0.9873115045809583,-0.3292185366153717,Office,5,135.0,0.002630872148443701,109.0,0.0026099110999997593,46.0,0.002615222343815051,0.9801289997928143,0.9863030914416772,0.9680658198882627,55.0,0.0026478746944341705,26.0,0.0026107476638345347,,,,,,,,,,,0.971851521506733,0.964563236385718,,,,,,,,,,,,,,,,,,,,,,,
29,other,What is the size of the TV?,large,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,5,274,0.997415614781943,-0.44768816232681274,Lar,5,16.0,0.002009647339604635,20.0,0.002071999007467835,44.0,0.002072037465508141,0.9954133073923868,0.8862106770924657,0.9346178148062732,17.0,0.0020802690051762254,21.0,0.0020561949446034574,,,,,,,,,,,0.9770358764490155,0.9479530138916262,,,,,,,,,,,,,,,,,,,,,,,
30,other,How big is the TV?,very big,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,5,332,0.9952603229153142,-0.7300753593444824,Lar,5,22.0,0.0023735067533814987,19.0,0.0022964188368918463,23.0,0.002243500870515247,0.9431887805255736,0.9975194757207203,0.9459180977787195,18.0,0.0023058312980146598,22.0,0.002296048098830758,,,,,,,,,,,0.9342064019134055,0.933816945485606,,,,,,,,,,,,,,,,,,,,,,,
31,other,What companion object to the TV can be seen in the bottom right of the picture?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,3,168,0.9732253580156428,-0.5811519622802734,La,3,127.0,0.005798268113989516,14.0,0.005664246266286599,51.0,0.006353671744827808,0.9622542883739925,0.9657130652315669,0.9325816370194832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,other,What is the small computer on the left called?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,2,185,0.9890186562735216,-0.6766418218612671,La,2,144.0,0.003990140302694336,42.0,0.004053710845271994,,,0.9724570326233474,0.9613936774135472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,other,What is above the TV?,vent,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,5,171,0.9958259125178217,-0.30137139558792114,Project,5,154.0,0.002325635527405468,15.0,0.002299385944652113,28.0,0.002194364362017446,0.9759769329228918,0.8616157143988104,0.9950760453447506,28.0,0.0022015600950440256,24.0,0.002356275601506328,,,,,,,,,,,0.9892400334914996,0.9725177829378439,,,,,,,,,,,,,,,,,,,,,,,
34,other,What is on the display?,document,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,230,0.9090023689184242,-1.0193549394607544,Out,4,126.0,0.008238519101568028,16.0,0.005354677782510551,21.0,0.00951908867860042,0.9656788955283812,0.9592101522724052,0.9164299980118937,23.0,0.008816693614722745,,,,,,,,,,,,,0.9244732696028456,,,,,,,,,,,,,,,,,,,,,,,,
35,other,Is it a monitor or a screen projection?,screen projection,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,252,0.9473683956179368,-0.6383779644966125,Screen,4,63.0,0.008640004571888902,15.0,0.006742691301936818,11.0,0.00602891976511498,0.9448553118861118,0.8983958159908183,0.9056185178648963,17.0,0.004752372028803938,,,,,,,,,,,,,0.9812327163481073,,,,,,,,,,,,,,,,,,,,,,,,
36,other,What is on the TV screen?,computer,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,218,0.9219436973397267,-1.16265869140625,Out,4,140.0,0.007152286080748148,16.0,0.005123126196517403,21.0,0.008709483973539215,0.9637019208172153,0.9592101522724052,0.9164299980118937,23.0,0.008095742911443595,,,,,,,,,,,,,0.9244732696028456,,,,,,,,,,,,,,,,,,,,,,,,
37,other,What is the title of the presentation in the picture?,outlook web app,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,2,251,0.9868507517130909,-0.6359298229217529,Out,2,15.0,0.003021892130540534,8.0,0.00334427130781112,,,0.9473080736174853,0.954434002924965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,other,What is the man playing?,wii,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,2,210,0.9885922547098832,-0.33083853125572205,W,2,86.0,0.004140556580661126,16.0,0.0036441895012422113,,,0.9560571550506849,0.9248008763572906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,other,What does the man have on his face?,glasses,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,8,331,0.9993927757298208,-0.3657515048980713,G,8,46.0,0.0017853803291027826,20.0,0.001782226105959353,29.0,0.001782654557618234,0.9564583062021325,0.9703227248076731,0.952425013614611,15.0,0.0017851899462210884,72.0,0.0017831817315027841,22.0,0.0017824215071055893,17.0,0.0017832408429075684,18.0,0.0017834065204452585,,,,,0.9967916319816366,0.9821402250672915,0.9023079388127894,0.9360847109776411,0.9728825026363701,,,,,,,,,,,,,,,,,,,,
40,other,What is in front of the giraffes?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,3,123,0.9907540373236199,-1.0163557529449463,Log,3,160.0,0.003849838367311534,53.0,0.0034937762326061714,15.0,0.0031260395460251237,0.9499714953283506,0.9730343655376673,0.9949490477321437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,other,What do these giraffes have in common?,eating,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,8,159,0.9990556151889262,-1.6401653289794922,They,8,35.0,0.0018509333917847632,21.0,0.0018650767079857172,44.0,0.0018596763720611293,0.9738036802452631,0.9693542486434171,0.9643674493983835,15.0,0.0018547950954790487,54.0,0.001853157579810633,15.0,0.0018838852844244183,17.0,0.0018816345194001285,15.0,0.0018498055480122887,,,,,0.944623214254579,0.9733535062737991,0.7835807040488099,0.8702290979524686,0.9664572819896988,,,,,,,,,,,,,,,,,,,,
42,other,What is the giraffe standing behind?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,2,220,0.9969482065083279,-1.014675498008728,Log,2,19.0,0.002657287016337674,42.0,0.002921435649979775,,,0.9119149038015315,0.9367002880534205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,other,What is on the ground next to the giraffe on the right?,log,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,7,166,0.9980461168015865,-0.6021549701690674,Log,7,55.0,0.002103134490860532,36.0,0.0021117599158236816,18.0,0.002132915406045845,0.9778885833170364,0.9614592207480768,0.872009434056298,145.0,0.0020886141496389127,52.0,0.00209748646211016,20.0,0.0020721921758034955,30.0,0.002077335393894432,,,,,,,0.9766455307582532,0.980348679011043,0.9609640474436811,0.9809464023464666,,,,,,,,,,,,,,,,,,,,,
44,other,How is the man sitting?,cross legged,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,6,337,0.9934587512011962,-1.583821177482605,On,6,16.0,0.002426692017289595,18.0,0.002411072410038163,21.0,0.0024203299639091605,0.9320201587042914,0.9081700569267039,0.9363346784550166,32.0,0.002454043232280159,18.0,0.0025850163051376594,15.0,0.0023844705010418635,,,,,,,,,0.9316751085800435,0.9910760598382222,0.9654013672997089,,,,,,,,,,,,,,,,,,,,,,
45,other,"What does the word in the upper-left corner, behind the window, translate to in English?",automatic,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,6,222,0.9842565434383512,-0.41282013058662415,Autom,6,62.0,0.0030590244949339077,11.0,0.0028800249114826356,21.0,0.0029643761835535585,0.9745855816550193,0.9713067383178076,0.966473048732172,30.0,0.0032279311385214958,17.0,0.002928385770718824,16.0,0.004096236125516892,,,,,,,,,0.9259157209703148,0.9719977955078913,0.954434002924965,,,,,,,,,,,,,,,,,,,,,,
46,other,What type of watercraft is that?,raft,http://images.cocodataset.org/train2014/COCO_train2014_000000262171.jpg,6,126,0.9969123265648714,-0.5865410566329956,Bo,6,126.0,0.0021582157893629715,74.0,0.0021025862351640627,16.0,0.002126999752906054,0.9836777835272753,0.9808122816304969,0.9414280318460244,37.0,0.002099408909152191,10.0,0.0022101589694992325,18.0,0.002165286099362685,,,,,,,,,0.9842487885895347,0.7219280948873623,0.9319131950454079,,,,,,,,,,,,,,,,,,,,,,
47,other,What is the vase sitting on?,railing,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,4,123,0.9970887084787793,-1.2221364974975586,Table,4,104.0,0.0022508572434561057,34.0,0.0021865180923190115,20.0,0.0022606801075921333,0.9857939972979733,0.9591991048308263,0.9545258142257613,273.0,0.002207483515271125,,,,,,,,,,,,,0.9819387039342219,,,,,,,,,,,,,,,,,,,,,,,,
48,other,Is the sun to the right or left of this flower?,left,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,4,257,0.9984574198837881,-0.46742308139801025,Left,4,44.0,0.002026105710311439,114.0,0.00197715233672316,15.0,0.0019894368225774318,0.9947895055279615,0.9842507098947259,0.9877812438119247,20.0,0.002003942187845736,,,,,,,,,,,,,0.9703227248076731,,,,,,,,,,,,,,,,,,,,,,,,
49,other,What is the zebra eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,12,210,0.9996030435343332,-1.386210560798645,Le,12,29.0,0.0018557467380149793,28.0,0.0018334491844591123,29.0,0.0018545238082799415,0.9199511452030484,0.9806758027350554,0.9239223761595892,42.0,0.0018437028940858553,59.0,0.0018403511911062036,25.0,0.0018483269139518742,17.0,0.0018299778468034988,18.0,0.001842131449291528,15.0,0.0018483084187997474,7.0,0.001822323872469097,0.9604699988119587,0.9642124163496002,0.9934804071359582,0.9519839065438831,0.8962406251802889,0.8443536850036222,0.863120568566631,30.0,0.0018517305069962436,15.0,0.0018252193567932997,0.9531442726602173,0.9446232142545791,,,,,,,,,,,,
50,other,What is the tree covered with?,wire,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,8,213,0.991546485247159,-0.41049450635910034,Le,8,55.0,0.002400914621058735,76.0,0.002408242289360884,39.0,0.00235928496543978,0.9812030286359715,0.9600509300638647,0.975293713810314,18.0,0.00235742188787383,38.0,0.002385182031775731,21.0,0.002372110332847213,20.0,0.0023777338344125962,16.0,0.0023875441241213114,,,,,0.9955380299191111,0.9595545670951685,0.997618320255157,0.9763620978123273,0.9755307720176266,,,,,,,,,,,,,,,,,,,,
51,other,What is the animal eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,5,249,0.9948324019906672,-0.1645319163799286,Gr,5,28.0,0.0020441820301793268,57.0,0.0020334183043124233,49.0,0.0020476086005347125,0.9975904446236391,0.977318617422989,0.9836211018555008,16.0,0.002027965066547334,48.0,0.002030201999796434,,,,,,,,,,,0.9886085007312413,0.9898383062961917,,,,,,,,,,,,,,,,,,,,,,,
52,other,How old is animal?,10 years,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,4,284,0.9939913527699495,-0.7501601576805115,Young,4,17.0,0.0022854066576802174,20.0,0.002242137882605777,15.0,0.0022356321186032574,0.926262155095312,1.0,0.9949490477321437,32.0,0.0022874657717939753,,,,,,,,,,,,,0.8849133430655213,,,,,,,,,,,,,,,,,,,,,,,,
53,other,What is the man holding?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000393251.jpg,6,161,0.9878529800696287,-1.4746310710906982,Kn,6,47.0,0.002594654790403648,268.0,0.002685102472455551,32.0,0.002702058026648404,0.9492938134877817,0.9884123793178994,0.9812872576034493,15.0,0.0025715616378015047,44.0,0.002585019239470419,35.0,0.0025683321680753214,,,,,,,,,0.9877812438119247,0.9921491318875791,0.9787215757660985,,,,,,,,,,,,,,,,,,,,,,
