image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_10_entropy,cluster_11_n_points,cluster_11_avg_strength,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_13_n_points,cluster_13_avg_strength,cluster_14_n_points,cluster_14_avg_strength,cluster_12_entropy,cluster_13_entropy,cluster_14_entropy
10,object identification,What is this cake made with?,chocolate,http://images.cocodataset.org/train2014/COCO_train2014_000000393445.jpg,1,104,0.9993036987820529,-0.1402587890625,Ch,1,16.0,0.0017845984162702792,,,,,,,,,,,,,0.954434002924965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,object identification,What is this person doing?,snowboarding,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,8,296,0.9968544226792794,-0.75634765625,The,8,17.0,0.002136596118157686,15.0,0.002207652640435866,17.0,0.0021071934192839555,72.0,0.0021616020245609443,15.0,0.002187103420889669,37.0,0.0021682503750532767,20.0,0.0021589176670526585,0.9967828263127351,0.9182958340544896,0.932718552659954,0.9797712660424107,0.9967916319816366,0.9719344776998713,0.9976834773764093,17.0,0.002138556298082601,,,,,0.9878171319090819,,,,,,,,,,,,,,,,,
12,other,What position is this man playing?,pitcher,http://images.cocodataset.org/train2014/COCO_train2014_000000458752.jpg,0,1152,1.0000000000000069,-0.121337890625,P,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,other,What is the person doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,6,193,0.9799045007909518,-0.49609375,The,6,15.0,0.0033107046597771737,150.0,0.003243942866202564,18.0,0.0032436834291809,18.0,0.003231192017026755,37.0,0.003382497817573702,16.0,0.0038458835992562818,,,1.0,0.9800981053212598,0.977342973473178,0.9955380299191112,0.9867413814626288,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,,,,,
14,other,What is in the person's hand?,frisbee,http://images.cocodataset.org/train2014/COCO_train2014_000000524291.jpg,7,223,0.952817874481336,-1.6845703125,A,7,26.0,0.0045553737043098775,24.0,0.004225768321513004,16.0,0.004122340425531915,24.0,0.004255319148936172,16.0,0.00440307328605201,25.0,0.004520094562647756,29.0,0.004410206244395535,0.9563658998837449,0.9252801481639047,0.9248008763572906,0.808014151084447,0.9320201587042914,0.8198746470064715,0.965701438886599,,,,,,,,,,,,,,,,,,,,,,,,
15,other,Is the dog looking at a tennis ball or frisbee?,frisbee,http://images.cocodataset.org/train2014/COCO_train2014_000000524291.jpg,0,484,0.9994526015418934,-1.13671875,F,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,other,What is the white streak?,contrail,http://images.cocodataset.org/train2014/COCO_train2014_000000393221.jpg,5,201,0.9986497472987322,-1.9736328125,The,5,58.0,0.001834876309575711,22.0,0.001830405864341097,55.0,0.0018294455464758848,17.0,0.0018288053345657418,16.0,0.0018271547882349058,,,,,0.9281957285578685,0.9849226290193991,0.8779186173385731,0.8846148739279867,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,,,,,,
17,other,What is the child doing?,brushing teeth,http://images.cocodataset.org/train2014/COCO_train2014_000000393223.jpg,0,0,0.0,-0.49462890625,The,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,other,What is the business man doing in the picture?,frowning,http://images.cocodataset.org/train2014/COCO_train2014_000000393224.jpg,0,0,0.0,-0.87158203125,The,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,other,What is the man riding on?,motorcycle,http://images.cocodataset.org/train2014/COCO_train2014_000000131084.jpg,9,222,0.9979396300460077,-0.669921875,D,9,24.0,0.00195550647617733,30.0,0.0019662425901641866,30.0,0.0019662425901641866,46.0,0.0019665093259154127,18.0,0.0019555064761773303,10.0,0.0019463040927600248,34.0,0.0019487400177822518,0.0,0.9877812438119247,0.9877812438119247,0.9300167775596904,0.9656336071428252,0.9709505944546686,0.8739810481273578,16.0,0.001949754986541514,16.0,0.001958382220995238,,,0.8112781244591328,0.886859507142915,,,,,,,,,,,,,,,,
20,other,What is on the pillow?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000131074.jpg,1,124,0.9988413653695952,-1.349609375,P,1,22.0,0.001850788354186457,,,,,,,,,,,,,0.9940302114769565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,other,What is sitting on the bench?,purse,http://images.cocodataset.org/train2014/COCO_train2014_000000131074.jpg,2,202,0.8900846731327836,-0.927734375,Pur,2,16.0,0.007785612748765524,89.0,0.010995532854618547,,,,,,,,,,,0.9822177815287605,0.955492099876355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,other,What is the man doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,8,167,0.9654063421681897,-0.49462890625,The,8,28.0,0.003259260459245783,28.0,0.0036861733123243934,90.0,0.00358339976052857,25.0,0.0035094904728393385,17.0,0.003641707894689859,31.0,0.004043622144684082,33.0,0.004006755006498192,0.9546376694145866,0.9642747495647357,0.9741910465834747,0.9606389616258703,0.8919296718389884,0.9563105902868927,0.9804147862121301,18.0,0.0037484579070226807,,,,,0.9081700569267039,,,,,,,,,,,,,,,,,
23,other,What is the person wearing?,skis,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,3,184,0.9991668833865947,-1.544921875,The,3,86.0,0.0018721844662648516,61.0,0.0018701337900866072,18.0,0.001870024547716446,,,,,,,,,0.939502774705141,0.8305697366491538,0.9910760598382222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,other,What is she holding?,poles,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,5,227,0.9941092479708582,-0.63818359375,Ski,5,16.0,0.002226999681541257,85.0,0.0021361957807461127,46.0,0.002212469266106896,51.0,0.002210437521010706,35.0,0.002186839238993624,,,,,0.8620485698650454,0.9520334622751733,0.954928169962496,0.9605655806293716,0.9337764614692843,,,,,,,,,,,,,,,,,,,,,,,,,,
25,other,What is the dog riding on?,surfboard,http://images.cocodataset.org/train2014/COCO_train2014_000000131087.jpg,3,274,0.9974147364092559,-0.1016845703125,Sur,3,20.0,0.0021581083870375896,18.0,0.0021902162695227397,16.0,0.002178749168635185,,,,,,,,,0.8173454221465103,0.8527924884900404,0.9886994082884974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,other,What is in the water?,dog,http://images.cocodataset.org/train2014/COCO_train2014_000000131087.jpg,6,186,0.8831104394692321,-0.355712890625,Sur,6,25.0,0.012794714747780605,16.0,0.013742171908333907,15.0,0.015773174592251048,5.0,0.006166127589291859,4.0,0.004129103296400798,24.0,0.03478196040648726,,,0.9730265235413916,0.9362025230160499,0.8983958159908182,0.9709505944546686,1.0,0.8653251365268717,,,,,,,,,,,,,,,,,,,,,,,,,
27,other,"What does the green light, on the TV, indicate?",on,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,8,273,0.9807962735408833,-0.92041015625,The,8,18.0,0.0029877137568563514,15.0,0.003002077425124957,16.0,0.0030807149710462417,20.0,0.0031171990422334305,17.0,0.0028395611135584708,25.0,0.00312106237369878,15.0,0.003201470613208348,0.952437502577629,0.9654013672997089,0.949701216438411,0.8927376486136671,0.9856676426534905,0.9396936940957177,0.8443536850036224,33.0,0.003083139201892068,,,,,0.9622607854879222,,,,,,,,,,,,,,,,,
28,other,What room of the house is this?,office,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,129,0.9953887058606213,-0.42578125,Office,4,382.0,0.002303365264939122,34.0,0.00234321608637856,17.0,0.002218107330961375,12.0,0.0022418749449170773,,,,,,,0.9370894678122894,0.8646018696342279,0.9856676426534905,0.8734790278701756,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,other,What is the size of the TV?,large,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,270,0.998655051954039,-0.5,Lar,4,37.0,0.001836405745889368,105.0,0.0018401503963308612,31.0,0.0018399242471740054,41.0,0.001835918373389473,,,,,,,0.9448538353301538,0.9513403718825235,0.7706290693639405,0.9119337960078768,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,other,How big is the TV?,very big,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,1,129,0.9992770804085964,-0.7822265625,Lar,1,16.0,0.002459180333830321,,,,,,,,,,,,,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,other,What companion object to the TV can be seen in the bottom right of the picture?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,162,0.9818756144508344,-0.59033203125,La,4,99.0,0.005444530679356165,21.0,0.006554059101992027,15.0,0.006417544503080067,19.0,0.006286856528840183,,,,,,,0.9632846213116083,0.8522643192882268,0.8616157143988104,0.9462035592964384,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,other,What is the small computer on the left called?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,3,128,0.9695582684810242,-0.759765625,La,3,246.0,0.005950714196531338,16.0,0.004875298337462128,20.0,0.005137971169392274,,,,,,,,,0.9678297829978264,0.9056390622295665,0.8862106770924657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,other,What is above the TV?,vent,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,5,219,0.9816622223717695,-0.400634765625,Project,5,31.0,0.002799703004478579,59.0,0.002676430465238211,36.0,0.0026566920240868345,20.0,0.002721741680105556,20.0,0.0026694521819870002,,,,,0.9798574870755274,0.9770314889132166,0.9834113017225415,0.9074899102582407,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,other,What is on the display?,document,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,8,216,0.9266853208724568,-1.2939453125,Out,8,19.0,0.005990078681735577,22.0,0.005142831746799641,16.0,0.004662586705028591,81.0,0.0074738076124555115,17.0,0.006532150072565041,25.0,0.009882950715879992,30.0,0.006427492356333124,0.9427556840016251,0.9737865837049762,0.9954133073923868,0.9506528851910147,0.925613407948596,0.9085622848793937,0.965209520043887,16.0,0.01081458648062736,,,,,0.9886994082884974,,,,,,,,,,,,,,,,,
35,other,Is it a monitor or a screen projection?,screen projection,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,2,229,0.9622316021031769,-0.76123046875,Screen,2,44.0,0.006955286017373199,36.0,0.007559078232790252,,,,,,,,,,,0.9339919002440186,0.9164988161310741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,other,What is on the TV screen?,computer,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,7,219,0.9314808000297616,-1.1357421875,Out,7,48.0,0.005302805365004606,23.0,0.005124799123935525,91.0,0.006856368777122341,17.0,0.006428369238552388,25.0,0.008914262311866494,35.0,0.0061306147523000195,16.0,0.009767072796150305,0.9732484478963532,0.9766815055062298,0.9576319064783356,0.925613407948596,0.9085622848793937,0.9527710679781886,0.9886994082884974,,,,,,,,,,,,,,,,,,,,,,,,
37,other,What is the title of the presentation in the picture?,outlook web app,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,10,210,0.9506906510965499,-0.65673828125,Out,10,73.0,0.004555215702260972,24.0,0.005010800701391308,103.0,0.005718462179641523,15.0,0.006836753387675724,17.0,0.0060023502079909205,2.0,0.0024037348483170835,15.0,0.005542682398983746,0.9708477599078515,0.9807765320912628,0.9605542351160842,0.9182958340544896,0.8846148739279867,0.0,0.8830374409547587,26.0,0.006847283858599933,40.0,0.005391593370201337,17.0,0.007494707413552644,0.9162116854111507,0.9549704071500047,0.9975025463691153,,,,,,,,,,,,,,,
38,other,What is the man playing?,wii,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,4,185,0.989198512465064,-0.35302734375,W,4,123.0,0.003928055671704834,18.0,0.003434069635433532,17.0,0.0031689803008032795,6.0,0.002414973575255667,,,,,,,0.9548625355552914,0.9081700569267039,0.925613407948596,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,other,What does the man have on his face?,glasses,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,0,0,0.0,-0.35498046875,G,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,other,What is in front of the giraffes?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,4,233,0.9995900804694565,-1.154296875,Tree,4,31.0,0.0017879916747860275,34.0,0.0017898615978594783,28.0,0.001790052699887864,24.0,0.0017870746932788552,,,,,,,0.8893117242442141,0.790742732331392,0.9285249215482253,0.8112781244591328,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,other,What do these giraffes have in common?,eating,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,11,170,0.9990303144050613,-1.37890625,They,11,25.0,0.001835328758215242,30.0,0.0018389047884695587,16.0,0.0018345035204642458,16.0,0.0018464694678536884,72.0,0.0018328071984205299,25.0,0.0018313015979903805,25.0,0.001828858894247433,0.823675907222497,0.9930639563238245,0.8112781244591328,0.8387794678549646,0.934669041716249,0.9949956408022633,0.9548163081079344,44.0,0.0018246756890660208,15.0,0.001830487363409398,11.0,0.0018228751703365735,0.914662676981347,0.9877812438119247,0.9713067383178076,11.0,0.0018338283259407033,0.9940302114769565,,,,,,,,,,,,
42,other,What is the giraffe standing behind?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,3,75,0.9965534563471107,-0.6728515625,Tree,3,449.0,0.0021164056701477502,47.0,0.0020594316509171887,16.0,0.0020603624077562524,,,,,,,,,0.9039259693394461,0.9911341653355019,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,other,What is on the ground next to the giraffe on the right?,log,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,4,320,0.9972186058642634,-0.91357421875,Log,4,17.0,0.0019782233756289857,18.0,0.002004522084556384,15.0,0.0020008575103615837,15.0,0.001984489078958137,,,,,,,0.9429842044464151,0.9915323997298832,0.0,0.9446232142545791,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,other,How is the man sitting?,cross legged,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,1,310,0.9508406368949615,-1.5029296875,S,1,28.0,0.00811022083251905,,,,,,,,,,,,,0.9620871761502205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,other,"What does the word in the upper-left corner, behind the window, translate to in English?",automatic,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,5,262,0.9849434178692317,-0.7265625,Autom,5,72.0,0.004279774100645927,26.0,0.003782005960983465,24.0,0.004873401664625485,28.0,0.005366173637131806,16.0,0.004589519659090471,,,,,0.9418441904006869,0.9205473661494111,0.8430574374588383,0.9143901321670581,0.8620485698650454,,,,,,,,,,,,,,,,,,,,,,,,,,
46,other,What type of watercraft is that?,raft,http://images.cocodataset.org/train2014/COCO_train2014_000000262171.jpg,4,219,0.9948414663159015,-0.72802734375,Bo,4,171.0,0.002287978802860355,19.0,0.0022523190519719966,12.0,0.002235515931424086,15.0,0.0022168019400871917,,,,,,,0.9342692737865382,0.9720048748581784,0.9358932809493993,0.9161314485121342,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,other,What is the vase sitting on?,railing,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,0,1152,1.0000000000000069,-1.18359375,F,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,other,Is the sun to the right or left of this flower?,left,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,1,224,0.9962357885125127,-0.63720703125,Left,1,23.0,0.0021873346863547378,,,,,,,,,,,,,0.9092514936535562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,other,What is the zebra eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,0,44,0.9994104771898874,-1.3359375,Gr,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,other,What is the tree covered with?,wire,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,4,300,0.9936811830155035,-0.50244140625,Le,4,26.0,0.002258570146092046,85.0,0.002227055911188046,18.0,0.0021893905679790282,15.0,0.002170368396564412,,,,,,,0.9236658308516223,0.9741006632501585,0.977342973473178,0.9446232142545791,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,other,What is the animal eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,0,1152,1.0000000000000069,-0.2154541015625,Gr,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,other,How old is animal?,10 years,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,12,224,0.9953227971756896,-0.9033203125,Young,12,69.0,0.0021626733189437537,16.0,0.0021006199613408144,7.0,0.0021033560753517377,57.0,0.0021878750433199576,15.0,0.0021438561752549776,27.0,0.0021349858651258866,30.0,0.002142598965945343,0.9478061240158323,0.9886085007312412,0.863120568566631,0.9599865486271771,0.9189900464321514,0.978535424197746,0.9340666504173057,21.0,0.0021475829028513955,17.0,0.0021459453613136355,10.0,0.002081938616755457,0.91874241485597,0.9603948809345499,0.9602297178607612,18.0,0.0021354223961361765,0.9915323997298832,19.0,0.0021627308571272605,0.9649618403823442,,,,,,,,,
53,other,What is the man holding?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000393251.jpg,7,195,0.9849646085566586,-1.681640625,Kn,7,282.0,0.002699513594712976,24.0,0.002694793437231866,21.0,0.002684539985896844,16.0,0.0026964246681260755,73.0,0.002628650376316032,14.0,0.002568489559423178,11.0,0.0025675574274836304,0.9324604770197668,1.0,0.9584114221179829,1.0,0.9717947348890998,0.9751060324573735,0.9922150607220183,,,,,,,,,,,,,,,,,,,,,,,,
54,other,What is the man cutting?,cake,http://images.cocodataset.org/train2014/COCO_train2014_000000393251.jpg,1,214,0.9972484232151256,-0.0655517578125,C,1,21.0,0.001996361044612773,,,,,,,,,,,,,0.9110594625551636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,other,What is the fruit?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,6,298,0.9945611367735838,-0.051605224609375,Ban,6,28.0,0.0024128631132522187,40.0,0.0022454604409857344,21.0,0.002219511525607506,15.0,0.0022952394677427097,31.0,0.0022604818952252116,39.0,0.0022975859227480503,,,0.9988520869152713,0.987279131679887,0.9722983600493944,0.8443536850036222,0.9725148269419542,0.8651425125127883,,,,,,,,,,,,,,,,,,,,,,,,,
56,other,What is the name of the type of person that would make this food?,chef,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,9,315,0.9975587107714633,-0.31201171875,Che,9,17.0,0.0020035996875742866,9.0,0.0020056578279826825,17.0,0.0020112269137936385,15.0,0.0020029822454517665,19.0,0.00201936071017543,32.0,0.00201334369607029,19.0,0.0020032747180361173,0.9363348190250749,0.9182958340544896,0.9967828263127351,0.9018972358711528,0.8899149938380799,0.9760643898199118,0.9258628921382102,23.0,0.0020195726468307577,28.0,0.0020329281883939396,,,0.9982526816976661,0.9508516318093154,,,,,,,,,,,,,,,,
57,other,What type of ice cream is on the plate?,vanilla,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,9,296,0.9992546894425499,-0.88427734375,Van,9,22.0,0.0018952309564200201,21.0,0.0018874033050222836,17.0,0.0018801097757199224,132.0,0.0018832807419528134,16.0,0.001874057159389143,35.0,0.0018818926384382762,33.0,0.0018752965375271168,0.9643787017331666,0.0,0.6722948170756379,0.6273849227755914,0.9755307720176266,0.7619232034436991,0.7381297735780009,23.0,0.0018811139572905368,15.0,0.0018773004162849387,,,0.8359625449963989,0.9018972358711528,,,,,,,,,,,,,,,,
58,other,Is this an indoor or outdoor photo?,outdoor,http://images.cocodataset.org/train2014/COCO_train2014_000000524325.jpg,1,88,0.9967219131056966,-0.05572509765625,Out,1,20.0,0.0020625256986722905,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,other,What's missing from this hot dog?,mustard,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,4,226,0.9990842369331523,-1.3447265625,K,4,16.0,0.0018218881175531146,38.0,0.0018191906998606823,11.0,0.0018199342695471598,16.0,0.0018181682915417773,,,,,,,0.9772170014624824,0.9279081769370418,0.9922150607220183,0.886859507142915,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,other,What is the hog dog sitting on?,bun,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,5,202,0.9977583910964999,-1.255859375,P,5,16.0,0.001896115835440128,16.0,0.001896115835440128,16.0,0.0018943202712020221,18.0,0.001895317806889859,28.0,0.001896115835440129,,,,,0.0,0.0,0.8112781244591328,0.5032583347756457,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
