image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_entropy,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_13_n_points,cluster_13_avg_strength,cluster_12_entropy,cluster_13_entropy
26,other,What is in the water?,dog,http://images.cocodataset.org/train2014/COCO_train2014_000000131087.jpg,3,200,0.9928463474934142,-0.39782997965812683,Sur,3,74.0,0.004290573252063125,32.0,0.003612487637809663,17.0,0.004494641543045673,0.9593259903813073,0.9643133128622857,0.8787419949064401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,other,"What does the green light, on the TV, indicate?",on,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,9,259,0.9926712582174974,-0.9904668927192688,The,9,24.0,0.0027000311809369584,28.0,0.002657267701118679,17.0,0.002764943396011686,0.9949671891627881,0.9527244773049428,0.9360847109776411,4.0,0.002270145128552753,28.0,0.0026981158745550166,15.0,0.002724218601403043,22.0,0.0026301255844098374,50.0,0.0027996666909420364,25.0,0.002754814383892375,,,,,,,1.0,0.9169393427449589,0.9189900464321514,0.9434038256873108,0.9757367704463266,0.9697352853986261,,,,,,,,,
28,other,What room of the house is this?,office,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,3,122,0.9871036312053276,-0.3292185366153717,Office,3,252.0,0.002599037714813616,42.0,0.002578798617232,78.0,0.0026173708020896503,0.9832189348596917,0.96916571833715,0.9668649762890974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,other,What is the size of the TV?,large,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,3,294,0.998697080354949,-0.44768816232681274,Lar,3,48.0,0.0019806479593136705,22.0,0.002024425644193624,17.0,0.0020300224411911377,0.9907959931870783,0.9262190370370645,0.9770358764490155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,other,How big is the TV?,very big,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,5,306,0.9983388044320891,-0.7300753593444824,Lar,5,16.0,0.0019788824916258402,19.0,0.0020504954395531155,17.0,0.0020543160238007136,0.9954133073923868,0.8765746478058233,0.9878171319090819,23.0,0.0021066206772439667,24.0,0.0020765746278090945,,,,,,,,,,,,,,,0.9876197168461962,0.8946998735610134,,,,,,,,,,,,,
31,other,What companion object to the TV can be seen in the bottom right of the picture?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,192,0.9802148597966093,-0.5811519622802734,La,4,18.0,0.004931210336698108,107.0,0.005533738083371038,21.0,0.006490106528034448,0.9535998353544741,0.9663947576753785,0.8907082013105603,18.0,0.005358583443654107,,,,,,,,,,,,,,,,,0.9206250851407773,,,,,,,,,,,,,,
32,other,What is the small computer on the left called?,laptop,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,2,196,0.9939898732255279,-0.6766418218612671,La,2,136.0,0.00339900701661743,43.0,0.0033928752662112016,,,0.9748439463875488,0.9560761268264212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,other,What is above the TV?,vent,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,6,213,0.9940503590438587,-0.30137139558792114,Project,6,111.0,0.0023791145878263127,18.0,0.002282269177538496,15.0,0.0024199345755592794,0.9738011201278121,0.9736669121131954,0.7835807040488099,15.0,0.002260130843250688,16.0,0.0022635618928687645,24.0,0.0023987722622412187,,,,,,,,,,,,,0.9859247724121322,0.9822177815287605,0.9725177829378439,,,,,,,,,,,,
34,other,What is on the display?,document,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,226,0.9133975249405807,-1.0193549394607544,Out,4,128.0,0.007957234707707329,16.0,0.005219496183740201,21.0,0.009298816450730682,0.9647787999410415,0.9592101522724052,0.9164299980118937,23.0,0.008582744816198553,,,,,,,,,,,,,,,,,0.9244732696028456,,,,,,,,,,,,,,
35,other,Is it a monitor or a screen projection?,screen projection,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,3,256,0.9505884534968941,-0.6383779644966125,Screen,3,67.0,0.00825407343999861,19.0,0.0061297662585623235,15.0,0.004418250774185154,0.9524131877260612,0.9224323529821663,0.9718495448242642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,other,What is on the TV screen?,computer,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,4,227,0.9268966394321886,-1.16265869140625,Out,4,125.0,0.007349940980076746,22.0,0.004774424564087074,21.0,0.008413086152983407,0.967006755736041,0.9673124750084657,0.9164299980118937,19.0,0.008951064707556475,,,,,,,,,,,,,,,,,0.9975194757207203,,,,,,,,,,,,,,
37,other,What is the title of the presentation in the picture?,outlook web app,http://images.cocodataset.org/train2014/COCO_train2014_000000131075.jpg,0,259,0.9891956179247012,-0.6359298229217529,Out,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,other,What is the man playing?,wii,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,2,210,0.988593148125027,-0.33083853125572205,W,2,86.0,0.004140494514736252,16.0,0.003644149219899824,,,0.9560571550506849,0.9248008763572906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,other,What does the man have on his face?,glasses,http://images.cocodataset.org/train2014/COCO_train2014_000000524311.jpg,8,333,0.999392627900503,-0.3657515048980713,G,8,46.0,0.0017853530912053824,16.0,0.0017826083655476744,29.0,0.00178263057962252,0.9564583062021325,0.9965119062478288,0.952425013614611,15.0,0.001785216297768917,71.0,0.0017832447839884063,22.0,0.0017824258336771382,17.0,0.0017832495526994723,18.0,0.0017834226705365627,,,,,,,,,0.9967916319816366,0.9775221350691446,0.9023079388127894,0.9360847109776411,0.9728825026363701,,,,,,,,,,
40,other,What is in front of the giraffes?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,4,124,0.9931610097864919,-1.0163557529449463,Log,4,136.0,0.0037643963239460316,55.0,0.003161202294929113,17.0,0.002644609624080872,0.946032194563235,0.9747942027072753,0.9641157682210613,15.0,0.002887010812885832,,,,,,,,,,,,,,,,,0.9949490477321437,,,,,,,,,,,,,,
41,other,What do these giraffes have in common?,eating,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,9,189,0.996532774888209,-1.6401653289794922,They,9,25.0,0.002421569446930644,17.0,0.0024915373065009265,18.0,0.0028702715941584557,0.9606960595049052,0.951983906543883,0.920619835714305,12.0,0.002467195694364237,31.0,0.0028469268454009715,16.0,0.0022720234926431704,24.0,0.002841139442935346,40.0,0.002692838203866827,32.0,0.0026427195440103454,,,,,,,0.9206198357143051,0.98916048610723,0.9822177815287605,0.8936586862414604,0.988874162305053,0.9541824894160462,,,,,,,,,
42,other,What is the giraffe standing behind?,tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,1,238,0.9965760720390577,-1.014675498008728,Log,1,28.0,0.0029174590303653646,,,,,0.9329930994033471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,other,What is on the ground next to the giraffe on the right?,log,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg,6,197,0.9985901457047013,-0.6021549701690674,Log,6,45.0,0.0020870546236763914,17.0,0.00212840209158075,27.0,0.002025776982554508,0.9838752014413757,0.9360847109776411,0.9644111117521388,72.0,0.00214145532265639,36.0,0.002056541958158206,22.0,0.0020752908756465787,,,,,,,,,,,,,0.9564826264690227,0.9624888168967702,0.9314001250982629,,,,,,,,,,,,
44,other,How is the man sitting?,cross legged,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,5,299,0.9943099496276169,-1.583821177482605,On,5,32.0,0.0023434078686358096,28.0,0.002443231276014008,19.0,0.0024215986548950194,0.967339292606591,0.9724347495570991,0.9431541408460861,33.0,0.002378048907531153,26.0,0.002460900103822134,,,,,,,,,,,,,,,0.9873554549725151,0.9433524046116085,,,,,,,,,,,,,
45,other,"What does the word in the upper-left corner, behind the window, translate to in English?",automatic,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg,6,226,0.9868071149992509,-0.41282013058662415,Autom,6,74.0,0.003063520835444399,23.0,0.002990526208460575,15.0,0.002642316722079887,0.979025329214557,0.9649604371142175,0.9859247724121322,32.0,0.003306967843635175,14.0,0.00281776750936447,15.0,0.003890248246228471,,,,,,,,,,,,,0.934430383340196,0.9620871761502205,0.9182958340544896,,,,,,,,,,,,
46,other,What type of watercraft is that?,raft,http://images.cocodataset.org/train2014/COCO_train2014_000000262171.jpg,7,124,0.9977437660030837,-0.5865410566329956,Bo,7,111.0,0.0020980902018174043,47.0,0.002038288435334999,41.0,0.002076475846286429,0.9776316757219389,0.9823174395751475,0.9665425850522243,15.0,0.002068444041705845,13.0,0.0020252307517114013,10.0,0.0021471582519629255,18.0,0.0021101070373812673,,,,,,,,,,,0.9446232142545791,0.9938866857439921,0.7219280948873623,0.9319131950454079,,,,,,,,,,,
47,other,What is the vase sitting on?,railing,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,10,167,0.9969205969129262,-1.2221364974975586,Table,10,127.0,0.0022583390886641505,11.0,0.002199486002868221,19.0,0.0023034400614940177,0.967875265376823,0.9056185178648963,0.9520903566147753,12.0,0.002169991423003014,17.0,0.002151002255792008,43.0,0.0021658491224641595,16.0,0.0021976040284723782,15.0,0.002217621082034682,16.0,0.002170500293514335,15.0,0.00222965448872589,,,,,0.9808340377961404,0.9719977955078916,0.9850282464034775,0.9056390622295665,0.9877812438119247,0.9772170014624824,0.9500685975366211,,,,,,,,
48,other,Is the sun to the right or left of this flower?,left,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,7,175,0.9982390101897299,-0.46742308139801025,Left,7,66.0,0.00211087197050151,21.0,0.002048676487279179,13.0,0.0020434366968710236,0.9544226833577937,0.9823520940407287,0.99473723787795,15.0,0.00207963079685372,25.0,0.002099000268206105,14.0,0.0020177277055014177,62.0,0.002019520743765348,,,,,,,,,,,0.9500685975366211,0.8937492640704446,0.9620871761502207,0.988691289726153,,,,,,,,,,,
49,other,What is the zebra eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,11,226,0.9996062646854157,-1.386210560798645,Le,11,29.0,0.0018538251551438957,28.0,0.0018325442234908976,30.0,0.001853552270342204,0.9199511452030484,0.9806758027350554,0.9166013304855254,44.0,0.001836959185430831,58.0,0.0018403020932581506,24.0,0.0018425399111828146,17.0,0.0018282075176546853,19.0,0.001841174945375688,15.0,0.0018466802141071932,7.0,0.0018204661140627462,22.0,0.0018485370818823912,,,0.948873555204993,0.9690628434622225,0.9899343783255763,0.9519839065438831,0.912408493108431,0.8443536850036222,0.863120568566631,0.9283266063904658,,,,,,,
50,other,What is the tree covered with?,wire,http://images.cocodataset.org/train2014/COCO_train2014_000000240304.jpg,8,206,0.9915711523196191,-0.41049450635910034,Le,8,46.0,0.002392118384667325,80.0,0.0024033131128222158,32.0,0.002358275578115778,0.9780702391546288,0.9624175523972734,0.9745983135651328,29.0,0.002340203523718456,36.0,0.002377641082668469,21.0,0.0023797349773705553,20.0,0.002385470874227572,16.0,0.0023862237900560616,,,,,,,,,0.9717557750696807,0.974291176503168,0.997618320255157,0.9763620978123273,0.9755307720176266,,,,,,,,,,
51,other,What is the animal eating?,grass,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,4,253,0.9947962659896229,-0.1645319163799286,Gr,4,53.0,0.0020315036268619526,44.0,0.0020437517591570817,16.0,0.002027898934222858,0.9837564684563364,0.9880601072683041,0.9886085007312413,45.0,0.0020297881909036647,,,,,,,,,,,,,,,,,0.9802654581825104,,,,,,,,,,,,,,
52,other,How old is animal?,10 years,http://images.cocodataset.org/train2014/COCO_train2014_000000000034.jpg,7,299,0.9956731933861298,-0.7501601576805115,Young,7,67.0,0.0021683547124489726,15.0,0.0022541294758120717,19.0,0.0022946292110560527,0.9874110693261341,0.8443536850036222,0.8693978806749074,8.0,0.002188410898120061,17.0,0.0021925723084004088,28.0,0.0022191594662040303,16.0,0.0022362774999287955,,,,,,,,,,,0.8112781244591328,0.903881788208597,0.9642508340183118,0.8950145145731531,,,,,,,,,,,
53,other,What is the man holding?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000393251.jpg,4,154,0.9871142250322185,-1.4746310710906982,Kn,4,269.0,0.0026539085460196097,24.0,0.002689390861670514,15.0,0.0025663759410462657,0.9844105653629164,0.9838824188369656,0.9949490477321437,16.0,0.002541423160317525,,,,,,,,,,,,,,,,,0.9954133073923868,,,,,,,,,,,,,,
54,other,What is the man cutting?,cake,http://images.cocodataset.org/train2014/COCO_train2014_000000393251.jpg,8,216,0.9987029159150863,-0.12633240222930908,C,8,34.0,0.001994182383375356,19.0,0.0020004447797861737,25.0,0.00201435930999584,0.9797128714504786,0.9826301639446198,0.9661190960509454,79.0,0.0019863680531056987,27.0,0.0019516936357757543,45.0,0.0019478935983511282,20.0,0.0019917274735289717,15.0,0.002002511954887035,,,,,,,,,0.9752803603420444,0.9396046783331057,0.9804429853514481,0.9008047485295136,0.8830374409547587,,,,,,,,,,
55,other,What is the fruit?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,3,300,0.9950688969337398,-0.034152258187532425,Ban,3,16.0,0.002292739083121222,47.0,0.002434503148388665,15.0,0.002297225157204693,0.9886085007312413,0.9903089021271592,0.9285012313356799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,other,What is the name of the type of person that would make this food?,chef,http://images.cocodataset.org/train2014/COCO_train2014_000000262180.jpg,2,309,0.9968116803297451,-0.2514694631099701,Che,2,43.0,0.002422051041605377,23.0,0.00236656962990131,,,0.9208278369834462,0.9486586303348536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
