image_id,question_type,question,ground_truth,full_answer,full_correct,high_answer,high_correct,low_answer,low_correct,random_answer,random_correct
67,counting,How many arrows can be seen?,1,1,True,1,True,2,False,2,False
68,other,What are they drinking?,beer,beer,True,water,False,beer,True,soda,False
69,yes/no,Does this cake look like it chocolate?,yes,yes,True,yes,True,yes,True,yes,True
70,other,What is the yellow stuff in a bowl?,butter,butter,True,mustard,False,butter,True,mayonnaise,False
71,yes/no,Does this pizza have a deep dish crust?,yes,yes,True,yes,True,yes,True,yes,True
72,yes/no,Are there three birds in the picture?,yes,no,False,no,False,yes,True,no,False
73,yes/no,Is the skier on the ground?,yes,yes,True,yes,True,yes,True,yes,True
74,other,What are the two women carrying?,rackets,rackets,True,tennis rackets,True,tennis rackets,True,tennis rackets,True
75,other,What do you use the stove for?,cooking,cook,False,cook,False,cook,False,cook,False
76,yes/no,Is the oven on?,yes,yes,True,yes,True,yes,True,yes,True
77,other,What does the man have on his face?,glasses,glasses,True,nothing,False,glasses,True,nothing,False
78,yes/no,Are all of the birds in flight?,no,no,True,no,True,no,True,no,True
79,other,What pattern does the woman have on?,polka dot,dots,False,none,False,dots,False,none,False
80,yes/no,Can you see the sun in the picture?,yes,yes,True,yes,True,yes,True,yes,True
81,other,What type of tree is the man standing next to?,elm,oak,False,oak,False,oak,False,oak,False
82,other,What is the person holding?,phone,phone,True,phone,True,phone,True,phone,True
83,other,What pattern is on the pants?,stripes,stripes,True,striped,False,striped,False,striped,False
84,color recognition,What color is the jacket?,green,green,True,black,False,green,True,green,True
85,yes/no,Are stains on the floor?,no,no,True,no,True,no,True,no,True
86,time-related,What game would you play when you saw this as a child?,tag,sheep,False,catch,False,catch,False,catch,False
87,yes/no,Do you like chocolate cake?,yes,yes,True,yes,True,yes,True,yes,True
88,yes/no,Is this a brand new phone?,no,yes,False,yes,False,no,True,yes,False
89,color recognition,What color is the plane?,red,red,True,red,True,red,True,red,True
90,color recognition,What color is the board?,white,white,True,white,True,white,True,white,True
91,yes/no,Is there a rock near the giraffe?,no,no,True,no,True,yes,False,yes,False
92,yes/no,Is there a drink in this picture?,no,no,True,no,True,no,True,no,True
93,other,Something new to wear with a men's shirt?,tie,tie,True,tie,True,tie,True,tie,True
94,yes/no,Are these people getting reading to go play sports?,yes,yes,True,yes,True,yes,True,yes,True
95,yes/no,Is the animal a mammal?,yes,yes,True,yes,True,yes,True,yes,True
96,yes/no,Is there a baseball player holding a bat?,yes,yes,True,yes,True,yes,True,yes,True
97,other,What are the colors of the countertop?,brown,brown,True,brown,True,brown,True,brown,True
98,other,What shape are the windows on the side of the plane?,square,rectangle,False,square,True,square,True,square,True
99,counting,How many pickle spears are there?,0,0,True,0,True,0,True,0,True
100,yes/no,Are there tomatoes on the pizza?,yes,yes,True,yes,True,yes,True,yes,True
101,color recognition,What color are the skis?,yellow,yellow,True,yellow,True,yellow,True,yellow,True
102,location,Where is the table lamp?,on table,desk,False,behind man,False,desk,False,behind man,False
103,other,What is on the ground?,snow,snow,True,snow,True,snow,True,snow,True
104,yes/no,Is this an old building?,yes,yes,True,yes,True,no,False,no,False
105,yes/no,Is the guy in the yellow shirt wearing a tie?,yes,no,False,no,False,no,False,no,False
106,yes/no,Is this in the United States?,yes,yes,True,yes,True,yes,True,yes,True
107,classification,What kind of potato are the fries?,sweet,sweet,True,fried,False,sweet,True,sweet,True
108,other,What are the people doing in the street?,walking,walking,True,walking,True,walking,True,walking,True
109,location,Where are the trucks?,dock,dock,True,dock,True,dock,True,dock,True
110,yes/no,Would this be good for dessert?,no,no,True,no,True,no,True,no,True
111,counting,How many black sheep are there?,10,2,False,2,False,3,False,1,False
112,comparison,Which man is controlling the kite?,no,none,True,no kite,True,right,False,right,False
113,counting,How many trees on the table?,3,3,True,2,False,3,True,2,False
114,other,What item is folded up and sitting on the edge of the shower stall?,towel,towel,True,shower curtain,False,towel,True,towel,True
115,yes/no,Is the light on?,no,yes,False,yes,False,yes,False,yes,False
116,other,Number of animals?,3,3,True,4,False,4,False,3,True
117,comparison,Which hand holds the umbrella?,right,right,True,right,True,right,True,right,True
118,yes/no,Is that bacon from a delicatessen?,yes,no,False,no,False,no,False,no,False
119,other,What is the woman wearing on her neck?,collar,collar,True,nothing,False,nothing,False,nothing,False
120,counting,How many rocks?,2,0,False,0,False,0,False,0,False
121,yes/no,Is there a shadow of a tree in the foreground?,no,no,True,no,True,yes,False,yes,False
122,yes/no,Is the pizza on a baking tray?,yes,no,False,no,False,no,False,no,False
123,other,Are they coworkers or best friends?,best friends,coworkers,False,coworkers,False,coworkers,False,coworkers,False
124,other,What indicates that this is for a party?,many plates,beer,False,plates,False,plates,False,plates,False
125,yes/no,Is the water calm?,yes,yes,True,yes,True,yes,True,yes,True
126,yes/no,Is there a travel guide on the table?,yes,yes,True,yes,True,yes,True,yes,True
127,yes/no,Are both giraffes standing?,no,no,True,yes,False,no,True,no,True
128,counting,How many stripes are at the bottom of the picture?,5,5,True,6,False,5,True,5,True
129,yes/no,Is a person wearing a hooded sweatshirt?,no,no,True,no,True,no,True,no,True
130,yes/no,Are these the normal size pieces of pizza?,yes,no,False,yes,True,yes,True,yes,True
131,counting,How many pigeons are there?,6,6,True,4,False,6,True,5,False
132,other,How healthy does this meal look?,very,very,True,very,True,very,True,very,True
133,person identification,Who is going to eat this pizza?,people,people,True,person,False,person,False,person,False
134,yes/no,Is there a butter plate on the table?,yes,no,False,no,False,yes,True,yes,True
135,other,What is the fruit?,banana,banana,True,banana,True,banana,True,banana,True
136,other,What is mainly featured?,hot dog,hot dog,True,food,False,food,False,food,False
137,other,What is the sign says?,stop,stop,True,s,False,stop,True,stop,True
138,other,What is the dog riding on?,surfboard,surfboard,True,surfboard,True,surfboard,True,surfboard,True
139,other,What logo is on the man's shirt?,nike,nike,True,dng,False,nike,True,nike,True
140,other,How is the man sitting?,cross legged,cross legged,True,on ground,False,cross legged,True,on ground,False
141,other,What is the fence made of?,metal,metal,True,metal,True,metal,True,metal,True
142,yes/no,Is one of the trains going through a tunnel?,yes,yes,True,yes,True,yes,True,yes,True
143,other,What fruit is present?,watermelon,watermelon,True,none,False,watermelon,True,banana,False
144,counting,How many zebras are there?,2,2,True,2,True,3,False,2,True
145,counting,How many striped objects are in the photo?,4,3,False,2,False,3,False,2,False
146,counting,How many planes are in the picture?,2,2,True,2,True,3,False,2,True
147,other,What print is this woman's dress?,dots,checkered,False,striped,False,checkered,False,polka dot,False
148,counting,How many tennis players are in the photo?,1,1,True,1,True,1,True,1,True
149,color recognition,What color is the bear?,black,black,True,black,True,black,True,black,True
150,yes/no,Is an elephant walking down the street?,yes,yes,True,yes,True,yes,True,yes,True
151,other,What is in gold at the top of the building?,clock,bell,False,clock,True,bell,False,bell,False
152,classification,What kind of animal is on the beach?,horse,horse,True,dog,False,horse,True,horse,True
153,yes/no,Is the dog wearing a collar?,yes,no,False,no,False,yes,True,no,False
154,location,Where is number 8?,left,left,True,in goal,False,left,True,left,True
155,yes/no,Are they drinking wine at the child's party?,yes,yes,True,no,False,no,False,no,False
156,other,What is causing the smoke?,grill,grill,True,fire,False,grill,True,fire,False
157,yes/no,Is the man in the forefront trying to get signal on a cell phone?,no,no,True,no,True,no,True,no,True
158,other,What is the hog dog sitting on?,bun,napkin,False,napkin,False,napkin,False,napkin,False
159,counting,How many horses are on the picture?,3,3,True,2,False,2,False,2,False
160,yes/no,Is Cingular a sponsor of this field?,yes,yes,True,yes,True,yes,True,yes,True
161,yes/no,Are there towels on the ground?,no,no,True,no,True,no,True,no,True
162,yes/no,Is this person wearing a backpack?,yes,yes,True,no,False,yes,True,no,False
163,yes/no,Is there a street light in the photo?,yes,yes,True,yes,True,yes,True,yes,True
164,counting,How many animals are there?,3,3,True,3,True,5,False,3,True
165,yes/no,Is this vehicle parked in a residential driveway?,yes,yes,True,yes,True,yes,True,yes,True
166,other,"What three letter word, best describes the liquid container on the ground between the two people?",jug,can,False,bottle,False,can,False,bottle,False
167,yes/no,Do you a mirror in the background?,no,no,True,no,True,no,True,no,True
168,color recognition,What color is the persons headwear?,red,red,True,black,False,red,True,red,True
169,other,What ethnicity is the man?,african american,black,False,white,False,black,False,black,False
170,color recognition,What color is the girls hot dog?,red,red,True,yellow,False,red,True,yellow,False
171,yes/no,Is this man reading a cell phone screen?,no,no,True,no,True,no,True,no,True
172,other,Are the carrots diced or cut long ways?,long ways,cut,False,cut,False,cut,False,cut,False
173,comparison,Which two are actually playing?,0,0,True,0,True,0,True,0,True
174,yes/no,Are the mountains high?,yes,yes,True,yes,True,yes,True,yes,True
175,color recognition,What color is the school bus?,blue yellow,blue,False,blue,False,blue,False,blue,False
176,other,What are these people doing?,snowboarding,snowboarding,True,snowboarding,True,snowboarding,True,snowboarding,True
177,other,Color is the goaltenders shirt?,white,white,True,white,True,white,True,white,True
178,counting,How many tattoos can be seen on this man's body?,1,1,True,0,False,1,True,1,True
179,yes/no,Would you get a ticket if you disobeyed this sign?,yes,yes,True,yes,True,yes,True,yes,True
180,yes/no,Is the banana freshly peeled?,yes,yes,True,no,False,yes,True,yes,True
181,yes/no,Are all the people looking at the same thing?,no,yes,False,no,True,no,True,no,True
182,color recognition,What color is the knife handle?,silver,silver,True,silver,True,silver,True,silver,True
183,yes/no,Does this breakfast dish primarily carbohydrates?,yes,yes,True,yes,True,yes,True,no,False
184,counting,How many poles is the person holding?,2,2,True,2,True,2,True,2,True
185,other,Urban or suburban?,urban,urban,True,urban,True,urban,True,urban,True
186,color recognition,What color is the catcher's pants?,gray,gray,True,gray,True,gray,True,gray,True
187,color recognition,What color are the stakes in the dirt?,yellow,yellow,True,brown,False,yellow,True,yellow,True
188,location,Where is the shower located?,in bathroom,bathroom,False,bathroom,False,bathroom,False,bathroom,False
189,yes/no,Does the boy have his head stuck in the net?,no,no,True,no,True,no,True,no,True
190,reasoning,Why is the man cooking so many hot dogs?,party,party,True,party,True,party,True,party,True
191,counting,How many kinds of meat products are here?,1,2,False,1,True,2,False,2,False
192,yes/no,Is the toaster on?,yes,yes,True,yes,True,yes,True,yes,True
193,other,What is the grate for?,toaster oven,cooking,False,cooking,False,cooking,False,cooking,False
194,other,What does the sign with the white arrow say?,one way,one way,True,one way,True,one way,True,one way,True
195,yes/no,Is there snow on the mountains?,yes,yes,True,yes,True,yes,True,yes,True
196,color recognition,What color is the animal?,gray,gray,True,gray,True,gray,True,gray,True
197,other,What time does the clock read?,12:55,3:00,False,3:05,False,3:00,False,3:00,False
198,yes/no,Is the kite high in the air?,yes,yes,True,yes,True,yes,True,yes,True
199,other,What are the vases sitting on?,table,table,True,table,True,table,True,table,True
